,postal_code,cities_es/province
11740,40446,martin_munoz_de_las_posadas/segovia
11742,40163,matabuena/segovia
11744,40175,la_matilla/segovia
11745,40444,melque_de_cercos/segovia
11746,40234,membibre_de_la_hoz/segovia
11747,40441,miguelanez/segovia
11748,40468,montejo_de_arevalo/segovia
11749,40542,montejo_de_la_vega_de_la_serrezuela/segovia
11752,40250,mozoncillo/segovia
11753,40145,munopedro/segovia
11754,40183,munoveros/segovia
11755,40450,nava_de_la_asuncion/segovia
11756,40461,nava_de_la_asuncion/segovia
11757,40161,navafria/segovia
11759,40280,navalmanzano/segovia
11764,40470,navas_de_oro/segovia
11765,40408,navas_de_san_antonio/segovia
11766,40447,nieva/segovia
11767,40220,olombrada/segovia
11768,40233,olombrada/segovia
11769,40176,orejana/segovia
11771,40422,otero_de_herreros/segovia
11772,40567,pajarejos/segovia
11773,40194,palazuelos_de_eresma/segovia
11774,40172,pedraza/segovia
11779,40296,pinarejos/segovia
11780,40294,pinarnegrillo/segovia
11782,40165,pradena/segovia
11789,40500,riaza/segovia
11790,40517,riaza/segovia
11792,40510,riaza/segovia
11794,40513,ribota/segovia
11795,40515,riofrio_de_riaza/segovia
11796,40290,roda_de_eresma/segovia
11797,40237,sacramenia/segovia
11798,40442,samboal/segovia
11799,40443,samboal/segovia
11800,40212,san_cristobal_de_cuellar/segovia
11801,40465,san_cristobal_de_la_vega/segovia
11802,40297,sanchonuno/segovia
11804,40134,sangarcia/segovia
11805,40100,real_sitio_de_san_ildefonso/segovia
11806,40109,real_sitio_de_san_ildefonso/segovia
11808,40295,san_martin_y_mudrian/segovia
11811,40136,santa_maria_la_real_de_nieva/segovia
11813,40449,santa_maria_la_real_de_nieva/segovia
11814,40440,santa_maria_la_real_de_nieva/segovia
11815,40135,santa_maria_la_real_de_nieva/segovia
11816,40123,santa_maria_la_real_de_nieva/segovia
11817,40122,santa_maria_la_real_de_nieva/segovia
11819,40310,santa_marta_del_cerro/segovia
11821,40171,santiuste_de_pedraza/segovia
11823,40460,santiuste_de_san_juan_bautista/segovia
11826,40351,sauquillo_de_cabezas/segovia
11829,40002,segovia/segovia
11830,40003,segovia/segovia
11831,40004,segovia/segovia
11832,40005,segovia/segovia
11833,40006,segovia/segovia
11834,40153,segovia/segovia
11835,40154,segovia/segovia
11836,40195,segovia/segovia
11838,40001,segovia/segovia
11841,40317,sepulveda/segovia
11842,40311,sepulveda/segovia
11843,40300,sepulveda/segovia
11849,40467,tolocirio/segovia
11850,40313,torreadrada/segovia
11851,40160,torrecaballeros/segovia
11854,40394,torreiglesias/segovia
11857,40181,turegano/segovia
11858,40370,turegano/segovia
11860,40423,valdeprados/segovia
11863,40390,valseca/segovia
11864,40238,valtiendas/segovia
11866,40140,valverde_del_majano/segovia
11868,40213,vallelado/segovia
11869,40174,valleruela_de_pedraza/segovia
11871,40395,veganzones/segovia
11874,40150,villacastin/segovia
11875,40219,villaverde_de_iscar/segovia
11879,40493,yanguas_de_eresma/segovia
11880,40152,zarzuela_del_monte/segovia
11881,40293,zarzuela_del_pinar/segovia
11882,40421,ortigosa_del_monte/segovia
11884,40132,marazoleja/segovia
11886,40239,cuevas_de_provanco/segovia
11887,40197,san_cristobal_de_segovia/segovia
11888,41550,aguadulce/sevilla
11889,41380,alanis/sevilla
11890,41809,albaida_del_aljarafe/sevilla
11891,41520,alcala_de_guadaira/sevilla
11892,41500,alcala_de_guadaira/sevilla
11893,41319,alcala_del_rio/sevilla
11894,41200,alcala_del_rio/sevilla
11895,41209,alcala_del_rio/sevilla
11896,41440,alcolea_del_rio/sevilla
11897,41449,alcolea_del_rio/sevilla
11898,41980,la_algaba/sevilla
11899,41989,la_algaba/sevilla
11900,41661,algamitas/sevilla
11901,41240,almaden_de_la_plata/sevilla
11902,41111,almensilla/sevilla
11903,41600,arahal/sevilla
11904,41849,aznalcazar/sevilla
11906,41870,aznalcollar/sevilla
11907,41570,badolatosa/sevilla
11908,41599,badolatosa/sevilla
11909,41805,benacazon/sevilla
11910,41110,bollullos_de_la_mitacion/sevilla
11911,41930,bormujos/sevilla
11912,41310,brenes/sevilla
11914,41220,burguillos/sevilla
11916,41730,las_cabezas_de_san_juan/sevilla
11917,41900,camas/sevilla
11918,41910,camas/sevilla
11919,41429,la_campana/sevilla
11920,41320,cantillana/sevilla
11921,41339,carmona/sevilla
11922,41410,carmona/sevilla
11923,41820,carrion_de_los_cespedes/sevilla
11924,41580,casariche/sevilla
11925,41230,castilblanco_de_los_arroyos/sevilla
11926,41908,castilleja_de_guzman/sevilla
11927,41950,castilleja_de_la_cuesta/sevilla
11928,41810,castilleja_del_campo/sevilla
11929,41898,el_castillo_de_las_guardas/sevilla
11930,41890,el_castillo_de_las_guardas/sevilla
11931,41889,el_castillo_de_las_guardas/sevilla
11932,41899,el_castillo_de_las_guardas/sevilla
11933,41370,cazalla_de_la_sierra/sevilla
11935,41450,constantina/sevilla
11936,41100,coria_del_rio/sevilla
11937,41780,coripe/sevilla
11938,41760,el_coronil/sevilla
11939,41657,los_corrales/sevilla
11940,41700,dos_hermanas/sevilla
11941,41728,dos_hermanas/sevilla
11942,41704,dos_hermanas/sevilla
11943,41703,dos_hermanas/sevilla
11944,41701,dos_hermanas/sevilla
11945,41089,dos_hermanas/sevilla
11948,41702,dos_hermanas/sevilla
11949,41400,ecija/sevilla
11950,41409,ecija/sevilla
11951,41563,ecija/sevilla
11952,41567,ecija/sevilla
11953,41807,espartinas/sevilla
11954,41560,estepa/sevilla
11955,41439,fuentes_de_andalucia/sevilla
11956,41420,fuentes_de_andalucia/sevilla
11957,41888,el_garrobo/sevilla
11958,41120,gelves/sevilla
11960,41860,gerena/sevilla
11961,41565,gilena/sevilla
11962,41960,gines/sevilla
11963,41390,guadalcanal/sevilla
11964,41210,guillena/sevilla
11965,41218,guillena/sevilla
11966,41219,guillena/sevilla
11968,41830,huevar_del_aljarafe/sevilla
11969,41630,lantejuela/sevilla
11970,41740,lebrija/sevilla
11971,41564,lora_de_estepa/sevilla
11973,41430,la_luisiana/sevilla
11975,41897,el_madrono/sevilla
11977,41510,mairena_del_alcor/sevilla
11979,41927,mairena_del_aljarafe/sevilla
11981,41620,marchena/sevilla
11982,41569,marinaleda/sevilla
11983,41658,martin_de_la_jara/sevilla
11984,41750,los_molares/sevilla
11985,41770,montellano/sevilla
11986,41530,moron_de_la_frontera/sevilla
11987,41460,las_navas_de_la_concepcion/sevilla
11988,41804,olivares/sevilla
11989,41640,osuna/sevilla
11990,41720,los_palacios_y_villafranca/sevilla
11991,41727,los_palacios_y_villafranca/sevilla
11993,41928,palomares_del_rio/sevilla
11994,41610,paradas/sevilla
11995,41566,pedrera/sevilla
11996,41360,el_pedroso/sevilla
11997,41470,penaflor/sevilla
11998,41840,pilas/sevilla
11999,41670,pruna/sevilla
12000,41540,la_puebla_de_cazalla/sevilla
12002,41479,la_puebla_de_los_infantes/sevilla
12003,41130,la_puebla_del_rio/sevilla
12004,41250,el_real_de_la_jara/sevilla
12005,41300,la_rinconada/sevilla
12006,41309,la_rinconada/sevilla
12007,41590,la_roda_de_andalucia/sevilla
12009,41880,el_ronquillo/sevilla
12010,41568,el_rubio/sevilla
12011,41909,salteras/sevilla
12012,41920,san_juan_de_aznalfarache/sevilla
12013,41800,sanlucar_la_mayor/sevilla
12014,41388,san_nicolas_del_puerto/sevilla
12015,41389,san_nicolas_del_puerto/sevilla
12017,41970,santiponce/sevilla
12018,41650,el_saucejo/sevilla
12019,41659,el_saucejo/sevilla
12020,41011,sevilla/sevilla
12021,41020,sevilla/sevilla
12022,41019,sevilla/sevilla
12023,41018,sevilla/sevilla
12024,41017,sevilla/sevilla
12025,41016,sevilla/sevilla
12026,41013,sevilla/sevilla
12027,41014,sevilla/sevilla
12028,41012,sevilla/sevilla
12029,41092,sevilla/sevilla
12030,41009,sevilla/sevilla
12031,41015,sevilla/sevilla
12032,41008,sevilla/sevilla
12033,41007,sevilla/sevilla
12034,41006,sevilla/sevilla
12035,41005,sevilla/sevilla
12036,41004,sevilla/sevilla
12037,41003,sevilla/sevilla
12038,41002,sevilla/sevilla
12039,41001,sevilla/sevilla
12040,41010,sevilla/sevilla
12041,41330,tocina/sevilla
12042,41340,tocina/sevilla
12043,41940,tomares/sevilla
12044,41806,umbrete/sevilla
12045,41710,utrera/sevilla
12046,41719,utrera/sevilla
12051,41907,valencina_de_la_concepcion/sevilla
12052,41850,villamanrique_de_la_condesa/sevilla
12053,41808,villanueva_del_ariscal/sevilla
12055,41350,villanueva_del_rio_y_minas/sevilla
12056,41359,villanueva_del_rio_y_minas/sevilla
12057,41660,villanueva_de_san_juan/sevilla
12058,41318,villaverde_del_rio/sevilla
12061,41140,isla_mayor/sevilla
12062,41150,isla_mayor/sevilla
12063,41749,el_cuervo_de_sevilla/sevilla
12064,42146,abejar/soria
12065,42216,adradas/soria
12066,42100,agreda/soria
12067,42107,agreda/soria
12068,42108,agreda/soria
12070,42351,alcubilla_de_avellaneda/soria
12076,42180,aldealsenor/soria
12078,42173,las_aldehuelas/soria
12079,42174,las_aldehuelas/soria
12080,42225,alentisque/soria
12083,42258,almaluez/soria
12084,42222,almaluez/soria
12085,42169,almarza/soria
12086,42167,almarza/soria
12088,42161,almarza/soria
12089,42164,almarza/soria
12090,42200,almazan/soria
12091,42212,almazan/soria
12092,42126,almazul/soria
12093,42127,almazul/soria
12094,42130,almenar_de_soria/soria
12096,42138,almenar_de_soria/soria
12097,42213,alpanseque/soria
12100,42250,arcos_de_jalon/soria
12101,42257,arcos_de_jalon/soria
12103,42259,arcos_de_jalon/soria
12104,42269,arcos_de_jalon/soria
12106,42368,arenillas/soria
12109,42214,baraona/soria
12113,42210,barca/soria
12115,42366,bayubas_de_abajo/soria
12118,42367,berlanga_de_duero/soria
12121,42360,berlanga_de_duero/soria
12122,42193,blacos/soria
12123,42128,bliecos/soria
12124,42218,borjabad/soria
12127,42162,buitrago/soria
12128,42318,burgo_de_osma_ciudad_de_osma/soria
12131,42313,burgo_de_osma_ciudad_de_osma/soria
12132,42310,burgo_de_osma_ciudad_de_osma/soria
12133,42300,burgo_de_osma_ciudad_de_osma/soria
12134,42391,burgo_de_osma_ciudad_de_osma/soria
12137,42311,burgo_de_osma_ciudad_de_osma/soria
12140,42147,cabrejas_del_pinar/soria
12143,42134,candilichera/soria
12148,42181,carrascosa_de_la_sierra/soria
12153,42113,castilruiz/soria
12154,42328,castillejo_de_robledo/soria
12155,42211,centenera_de_andaluz/soria
12156,42175,cerbon/soria
12158,42145,cidones/soria
12165,42223,coscurita/soria
12166,42157,covaleda/soria
12167,42148,cubilla/soria
12168,42191,cubo_de_la_solana/soria
12169,42290,cubo_de_la_solana/soria
12174,42158,duruelo_de_la_sierra/soria
12176,42141,espeja_de_san_marcelino/soria
12177,42142,espeja_de_san_marcelino/soria
12190,42294,fuentepinilla/soria
12196,42190,golmayo/soria
12197,42192,golmayo/soria
12201,42120,gomara/soria
12205,42112,hinojosa_del_campo/soria
12206,42320,langa_de_duero/soria
12208,42329,langa_de_duero/soria
12209,42341,liceras/soria
12215,42230,medinaceli/soria
12216,42240,medinaceli/soria
12217,42248,medinaceli/soria
12223,42156,molinos_de_duero/soria
12225,42220,monteagudo_de_las_vicarias/soria
12226,42315,montejo_de_tiermes/soria
12228,42342,montejo_de_tiermes/soria
12230,42344,montejo_de_tiermes/soria
12238,42189,narros/soria
12239,42149,navaleno/soria
12243,42132,noviercas/soria
12245,42110,olvega/soria
12246,42172,oncala/soria
12253,42291,quintana_redonda/soria
12271,42165,rollamienta/soria
12272,42159,el_royo/soria
12273,42153,el_royo/soria
12275,42345,san_esteban_de_gormaz/soria
12280,42330,san_esteban_de_gormaz/soria
12281,42340,san_esteban_de_gormaz/soria
12283,42140,san_leonardo_de_yague/soria
12288,42260,santa_maria_de_huerta/soria
12293,42001,soria/soria
12294,42002,soria/soria
12295,42003,soria/soria
12296,42004,soria/soria
12297,42005,soria/soria
12300,42166,sotillo_del_rincon/soria
12306,42317,talveila/soria
12345,42150,vinuesa/soria
12353,43714,aiguamurcia/tarragona
12354,43815,aiguamurcia/tarragona
12355,43716,albinyana/tarragona
12356,43718,albinyana/tarragona
12357,43479,l'albiol/tarragona
12358,43530,alcanar/tarragona
12359,43569,alcanar/tarragona
12360,43460,alcover/tarragona
12361,43591,aldover/tarragona
12362,43381,l'aleixar/tarragona
12363,43528,alfara_de_carles/tarragona
12364,43365,alforja/tarragona
12365,43813,alio/tarragona
12366,43393,almoster/tarragona
12367,43893,altafulla/tarragona
12368,43860,l'ametlla_de_mar/tarragona
12369,43549,amposta/tarragona
12370,43870,amposta/tarragona
12371,43879,amposta/tarragona
12373,43720,l'arboc/tarragona
12374,43773,l'argentera/tarragona
12375,43597,arnes/tarragona
12376,43791,asco/tarragona
12377,43711,banyeres_del_penedes/tarragona
12378,43715,banyeres_del_penedes/tarragona
12379,43429,barbera_de_la_conca/tarragona
12381,43422,barbera_de_la_conca/tarragona
12382,43786,batea/tarragona
12383,43738,bellmunt_del_priorat/tarragona
12384,43719,bellvei/tarragona
12385,43512,benifallet/tarragona
12386,43747,benissanet/tarragona
12387,43372,la_bisbal_de_falset/tarragona
12388,43717,la_bisbal_del_penedes/tarragona
12389,43411,blancafort/tarragona
12390,43884,bonastre/tarragona
12391,43350,les_borges_del_camp/tarragona
12392,43785,bot/tarragona
12393,43772,botarell/tarragona
12394,43812,brafim/tarragona
12395,43373,cabaces/tarragona
12396,43811,cabra_del_camp/tarragona
12397,43820,calafell/tarragona
12398,43882,calafell/tarragona
12400,43850,cambrils/tarragona
12401,43364,capafonts/tarragona
12402,43776,capcanes/tarragona
12403,43787,caseres/tarragona
12404,43392,castellvell_del_camp/tarragona
12405,43764,el_catllar/tarragona
12406,43150,el_catllar/tarragona
12407,43560,la_senia/tarragona
12408,43310,colldejou/tarragona
12409,43427,conesa/tarragona
12410,43428,conesa/tarragona
12411,43120,constanti/tarragona
12412,43784,corbera_d'ebre/tarragona
12413,43360,cornudella_de_montsant/tarragona
12414,43362,cornudella_de_montsant/tarragona
12415,43839,creixell/tarragona
12417,43881,cunit/tarragona
12418,43592,xerta/tarragona
12420,43440,l'espluga_de_francoli/tarragona
12421,43730,falset/tarragona
12422,43781,la_fatarella/tarragona
12424,43736,la_figuera/tarragona
12426,43750,flix/tarragona
12427,43425,fores/tarragona
12428,43558,freginals/tarragona
12429,43515,la_galera/tarragona
12430,43780,gandesa/tarragona
12431,43749,garcia/tarragona
12432,43153,els_garidells/tarragona
12433,43748,ginestar/tarragona
12434,43516,godall/tarragona
12435,43737,gratallops/tarragona
12436,43777,els_guiamets/tarragona
12437,43596,horta_de_sant_joan/tarragona
12441,43712,llorenc_del_penedes/tarragona
12442,43371,margalef/tarragona
12443,43775,marca/tarragona
12445,43514,mas_de_barberans/tarragona
12446,43878,masdenverge/tarragona
12449,43143,la_maso/tarragona
12450,43382,maspujols/tarragona
12456,43459,montblanc/tarragona
12457,43415,montblanc/tarragona
12458,43414,montblanc/tarragona
12459,43400,montblanc/tarragona
12460,43410,montblanc/tarragona
12461,43340,montbrio_del_camp/tarragona
12470,43300,mont_roig_del_camp/tarragona
12472,43892,mont_roig_del_camp/tarragona
12473,43740,mora_d'ebre/tarragona
12474,43770,mora_la_nova/tarragona
12475,43760,el_morell/tarragona
12476,43361,la_morera_de_montsant/tarragona
12477,43379,la_morera_de_montsant/tarragona
12478,43763,la_nou_de_gaia/tarragona
12479,43887,nulles/tarragona
12480,43370,la_palma_d'ebre/tarragona
12481,43151,els_pallaresos/tarragona
12482,43413,passanant_i_belltall/tarragona
12484,43593,pauls/tarragona
12485,43152,perafort/tarragona
12486,43155,perafort/tarragona
12487,43519,el_perello/tarragona
12490,43594,el_pinell_de_brai/tarragona
12491,43423,pira/tarragona
12492,43810,el_pla_de_santa_maria/tarragona
12493,43140,la_pobla_de_mafumet/tarragona
12494,43783,la_pobla_de_massaluca/tarragona
12495,43761,la_pobla_de_montornes/tarragona
12496,43376,poboleda/tarragona
12497,43817,el_pont_d'armentera/tarragona
12498,43739,porrera/tarragona
12499,43774,pradell_de_la_teixeta/tarragona
12501,43595,prat_de_comte/tarragona
12502,43320,pratdip/tarragona
12503,43891,pratdip/tarragona
12506,43816,querol/tarragona
12507,43513,rasquera/tarragona
12508,43886,renau/tarragona
12509,43202,reus/tarragona
12510,43203,reus/tarragona
12511,43204,reus/tarragona
12513,43206,reus/tarragona
12514,43201,reus/tarragona
12515,43450,la_riba/tarragona
12516,43790,riba_roja_d'ebre/tarragona
12517,43762,la_riera_de_gaia/tarragona
12518,43771,riudecanyes/tarragona
12519,43390,riudecols/tarragona
12520,43330,riudoms/tarragona
12521,43426,rocafort_de_queralt/tarragona
12522,43883,roda_de_bera/tarragona
12524,43520,roquetes/tarragona
12525,43529,roquetes/tarragona
12526,43142,el_rourell/tarragona
12527,43885,salomo/tarragona
12528,43540,sant_carles_de_la_rapita/tarragona
12529,43548,sant_carles_de_la_rapita/tarragona
12530,43713,sant_jaume_dels_domenys/tarragona
12531,43570,santa_barbara/tarragona
12532,43420,santa_coloma_de_queralt/tarragona
12535,43710,santa_oliva/tarragona
12539,43424,sarral/tarragona
12541,43154,la_secuita/tarragona
12542,43765,la_secuita/tarragona
12543,43470,la_selva_del_camp/tarragona
12544,43449,senan/tarragona
12545,43412,solivella/tarragona
12546,43006,tarragona/tarragona
12547,43130,tarragona/tarragona
12548,43100,tarragona/tarragona
12549,43008,tarragona/tarragona
12550,43007,tarragona/tarragona
12551,43004,tarragona/tarragona
12552,43003,tarragona/tarragona
12553,43001,tarragona/tarragona
12554,43002,tarragona/tarragona
12555,43005,tarragona/tarragona
12556,43511,tivenys/tarragona
12558,43746,tivissa/tarragona
12560,43792,la_torre_de_l'espanyol/tarragona
12561,43830,torredembarra/tarragona
12563,43500,tortosa/tarragona
12564,43510,tortosa/tarragona
12565,43517,tortosa/tarragona
12566,43527,tortosa/tarragona
12567,43590,tortosa/tarragona
12568,43897,tortosa/tarragona
12569,43559,ulldecona/tarragona
12570,43550,ulldecona/tarragona
12572,43363,ulldemolins/tarragona
12573,43439,vallclara/tarragona
12575,43144,vallmoll/tarragona
12576,43491,valls/tarragona
12577,43800,valls/tarragona
12579,43890,vandellos_i_l'hospitalet_de_l'infant/tarragona
12581,43700,el_vendrell/tarragona
12582,43880,el_vendrell/tarragona
12585,43141,vilallonga_del_camp/tarragona
12586,43311,vilanova_d'escornalbou/tarragona
12587,43312,vilanova_d'escornalbou/tarragona
12589,43380,vilaplana/tarragona
12590,43814,vila_rodona/tarragona
12592,43480,vila_seca/tarragona
12593,43481,vila_seca/tarragona
12594,43490,vilaverd/tarragona
12595,43375,la_vilella_alta/tarragona
12596,43374,la_vilella_baixa/tarragona
12597,43782,vilalba_dels_arcs/tarragona
12598,43430,vimbodi_i_poblet/tarragona
12599,43448,vimbodi_i_poblet/tarragona
12602,43391,vinyols_i_els_arcs/tarragona
12603,43580,deltebre/tarragona
12604,43877,sant_jaume_d'enveja/tarragona
12606,43894,camarles/tarragona
12607,43896,l'aldea/tarragona
12608,43840,salou/tarragona
12609,43895,l'ampolla/tarragona
12611,43110,la_canonja/tarragona
12612,44155,ababuj/teruel
12613,44422,abejuela/teruel
12614,44382,aguaton/teruel
12615,44566,aguaviva/teruel
12616,44156,aguilar_del_alfambra/teruel
12617,44549,alacon/teruel
12618,44395,alba/teruel
12619,44540,albalate_del_arzobispo/teruel
12620,44123,albarracin/teruel
12621,44100,albarracin/teruel
12622,44121,albarracin/teruel
12623,44477,albentosa/teruel
12624,44424,albentosa/teruel
12625,44792,alcaine/teruel
12626,44431,alcala_de_la_selva/teruel
12627,44432,alcala_de_la_selva/teruel
12628,44600,alcaniz/teruel
12629,44660,alcaniz/teruel
12630,44661,alcaniz/teruel
12631,44550,alcorisa/teruel
12632,44160,alfambra/teruel
12633,44157,aliaga/teruel
12634,44158,aliaga/teruel
12635,44150,aliaga/teruel
12636,44369,almohaja/teruel
12637,44134,alobras/teruel
12638,44721,alpenes/teruel
12639,44145,allepuz/teruel
12640,44509,alloza/teruel
12641,44492,allueva/teruel
12642,44212,anadon/teruel
12643,44500,andorra/teruel
12644,44421,arcos_de_las_salinas/teruel
12645,44622,arens_de_lledo/teruel
12646,44165,argente/teruel
12647,44547,arino/teruel
12648,44590,azaila/teruel
12649,44491,badenas/teruel
12650,44320,baguena/teruel
12651,44357,banon/teruel
12652,44220,barrachina/teruel
12654,44588,beceite/teruel
12655,44642,belmonte_de_san_jose/teruel
12656,44232,bello/teruel
12657,44556,berge/teruel
12659,44314,blancas/teruel
12660,44790,blesa/teruel
12661,44563,bordon/teruel
12662,44367,bronchales/teruel
12663,44394,buena/teruel
12664,44330,burbaguena/teruel
12665,44409,cabra_de_mora/teruel
12666,44610,calaceite/teruel
12668,44495,calamocha/teruel
12669,44392,calamocha/teruel
12670,44391,calamocha/teruel
12671,44211,calamocha/teruel
12672,44210,calamocha/teruel
12673,44200,calamocha/teruel
12674,44496,calamocha/teruel
12676,44570,calanda/teruel
12677,44126,calomarde/teruel
12678,44167,camanas/teruel
12679,44191,camarena_de_la_sierra/teruel
12680,44459,camarena_de_la_sierra/teruel
12682,44359,caminreal/teruel
12683,44350,caminreal/teruel
12684,44140,cantavieja/teruel
12686,44643,la_canada_de_verich/teruel
12687,44168,canada_vellida/teruel
12688,44707,canizar_del_olivar/teruel
12690,44231,castejon_de_tornos/teruel
12691,44706,castel_de_cabra/teruel
12692,44592,castelnou/teruel
12693,44630,castelseras/teruel
12696,44565,castellote/teruel
12697,44560,castellote/teruel
12698,44562,castellote/teruel
12699,44147,cedrillas/teruel
12700,44194,celadas/teruel
12701,44370,cella/teruel
12702,44651,la_cerollera/teruel
12703,44640,la_codonera/teruel
12704,44193,corbalan/teruel
12705,44791,cortes_de_aragon/teruel
12706,44358,cosa/teruel
12708,44623,cretas/teruel
12709,44557,crivillen/teruel
12710,44141,la_cuba/teruel
12714,44169,cuevas_de_almuden/teruel
12715,44162,cuevas_labradas/teruel
12716,44559,ejulve/teruel
12717,44161,escorihuela/teruel
12718,44770,escucha/teruel
12719,44779,escucha/teruel
12720,44558,estercuel/teruel
12721,44490,ferreruela_de_huerva/teruel
12722,44440,formiche_alto/teruel
12723,44441,formiche_alto/teruel
12724,44650,fornoles/teruel
12725,44143,fortanete/teruel
12726,44579,foz_calanda/teruel
12727,44596,la_fresneda/teruel
12729,44741,fuenferrada/teruel
12730,44711,fuentes_calientes/teruel
12731,44340,fuentes_claras/teruel
12732,44415,fuentes_de_rubielos/teruel
12733,44587,fuentespalda/teruel
12736,44110,gea_de_albarracin/teruel
12738,44114,griegos/teruel
12739,44115,guadalaviar/teruel
12740,44433,gudar/teruel
12741,44530,hijar/teruel
12745,44213,huesa_del_comun/teruel
12746,44142,la_iglesuela_del_cid/teruel
12747,44122,jabaloyas/teruel
12755,44132,libros/teruel
12756,44164,lidon/teruel
12757,44412,linares_de_mora/teruel
12759,44493,loscos/teruel
12760,44624,lledo/teruel
12762,44420,manzanera/teruel
12764,44423,manzanera/teruel
12765,44730,martin_del_rio/teruel
12766,44750,martin_del_rio/teruel
12767,44564,mas_de_las_matas/teruel
12769,44621,mazaleon/teruel
12772,44159,miravete_de_la_sierra/teruel
12775,44300,monreal_del_campo/teruel
12776,44652,monroyo/teruel
12777,44700,montalban/teruel
12778,44709,montalban/teruel
12779,44146,monteagudo_del_castillo/teruel
12780,44368,monterde_de_albarracin/teruel
12781,44400,mora_de_rubielos/teruel
12782,44124,moscardon/teruel
12783,44410,mosqueruela/teruel
12784,44780,muniesa/teruel
12785,44113,noguera_de_albarracin/teruel
12787,44414,nogueruelas/teruel
12789,44233,odon/teruel
12791,44313,ojos_negros/teruel
12792,44478,olba/teruel
12793,44479,olba/teruel
12794,44548,oliete/teruel
12796,44366,orihuela_del_tremedal/teruel
12798,44708,palomar_de_arroyos/teruel
12800,44720,pancrudo/teruel
12802,44586,penarroya_de_tastavins/teruel
12806,44163,perales_del_alfambra/teruel
12807,44555,pitarque/teruel
12810,44589,la_portellada/teruel
12812,44315,pozuel_del_campo/teruel
12813,44510,la_puebla_de_hijar/teruel
12815,44450,la_puebla_de_valverde/teruel
12816,44411,puertomingalvo/teruel
12818,44710,rillo/teruel
12819,44712,rillo/teruel
12820,44133,riodeva/teruel
12821,44310,rodenas/teruel
12822,44125,royuela/teruel
12824,44166,rubielos_de_la_cerida/teruel
12826,44793,salcedillo/teruel
12828,44520,samper_de_calanda/teruel
12829,44480,san_agustin/teruel
12830,44390,san_martin_del_rio/teruel
12831,44497,santa_cruz_de_nogueras/teruel
12832,44360,santa_eulalia/teruel
12833,44460,sarrion/teruel
12836,44561,seno/teruel
12838,44120,terriente/teruel
12839,44192,teruel/teruel
12840,44397,teruel/teruel
12841,44396,teruel/teruel
12842,44195,teruel/teruel
12844,44190,teruel/teruel
12847,44003,teruel/teruel
12848,44001,teruel/teruel
12849,44002,teruel/teruel
12852,44230,tornos/teruel
12855,44221,torrecilla_del_rebollar/teruel
12856,44222,torrecilla_del_rebollar/teruel
12857,44653,torre_de_arcas/teruel
12859,44597,torre_del_compte/teruel
12862,44381,torremocha_de_jiloca/teruel
12863,44111,torres_de_albarracin/teruel
12864,44641,torrevelilla/teruel
12866,44393,torrijo_del_campo/teruel
12869,44112,tramacastilla/teruel
12871,44593,urrea_de_gaen/teruel
12872,44760,utrillas/teruel
12874,44769,utrillas/teruel
12876,44430,valbona/teruel
12877,44594,valdealgorfa/teruel
12879,44413,valdelinares/teruel
12880,44620,valdeltormo/teruel
12881,44580,valderrobres/teruel
12882,44595,valjunquera/teruel
12886,44494,villahermosa_del_campo/teruel
12887,44223,villanueva_del_rebollar_de_la_sierra/teruel
12889,44311,villar_del_salz/teruel
12891,44380,villarquemado/teruel
12892,44144,villarroya_de_los_pinares/teruel
12893,44130,villastar/teruel
12894,44131,villel/teruel
12895,44591,vinaceite/teruel
12897,44740,vivel_del_rio_martin/teruel
12898,44742,vivel_del_rio_martin/teruel
12900,45110,ajofrin/toledo
12901,45240,alameda_de_la_sagra/toledo
12902,45522,albarreal_de_tajo/toledo
12903,45523,alcabon/toledo
12904,45687,alcanizo/toledo
12905,45662,alcaudete_de_la_jara/toledo
12906,45571,alcolea_de_tajo/toledo
12907,45908,aldea_en_cabo/toledo
12908,45661,aldeanueva_de_barbarroya/toledo
12909,45575,aldeanueva_de_san_bartolome/toledo
12910,45631,almendral_de_la_canada/toledo
12911,45420,almonacid_de_toledo/toledo
12912,45900,almorox/toledo
12913,45250,anover_de_tajo/toledo
12914,45182,arcicollar/toledo
12915,45122,arges/toledo
12918,45525,barcience/toledo
12919,45593,bargas/toledo
12920,45660,belvis_de_la_jara/toledo
12921,45222,borox/toledo
12922,45634,buenaventura/toledo
12923,45112,burguillos_de_toledo/toledo
12924,45521,burujon/toledo
12925,45592,cabanas_de_la_sagra/toledo
12926,45312,cabanas_de_yepes/toledo
12927,45750,cabanas_de_yepes/toledo
12928,45890,cabezamesada/toledo
12929,45686,calera_y_chozas/toledo
12930,45695,calera_y_chozas/toledo
12931,45589,caleruela/toledo
12932,45580,calzada_de_oropesa/toledo
12933,45180,camarena/toledo
12934,45181,camarenilla/toledo
12935,45578,el_campillo_de_la_jara/toledo
12936,45720,camunas/toledo
12937,45642,cardiel_de_los_montes/toledo
12938,45531,carmena/toledo
12939,45533,el_carpio_de_tajo/toledo
12940,45216,carranque/toledo
12941,45532,carriches/toledo
12942,45542,el_casar_de_escalona/toledo
12943,45950,casarrubios_del_monte/toledo
12944,45124,casasbuenas/toledo
12945,45641,castillo_de_bayuela/toledo
12946,45683,cazalegas/toledo
12947,45680,cebolla/toledo
12948,45214,cedillo_del_condado/toledo
