,ine_code,cities_es/province
12211,42107,carrascosa_de_la_sierra/soria
12212,42108,alentisque/soria
12213,42110,castilruiz/soria
12214,42111,centenera_de_andaluz/soria
12215,42113,medinaceli/soria
12219,42115,medinaceli/soria
12221,42116,castillejo_de_robledo/soria
12223,42117,molinos_de_duero/soria
12224,42118,alentisque/soria
12225,42119,monteagudo_de_las_vicarias/soria
12226,42120,montejo_de_tiermes/soria
12227,42120,liceras/soria
12231,42120,burgo_de_osma_ciudad_de_osma/soria
12232,42121,almazul/soria
12233,42123,adradas/soria
12234,42123,coscurita/soria
12235,42124,blacos/soria
12236,42125,cubilla/soria
12238,42128,narros/soria
12239,42129,navaleno/soria
12240,42130,borjabad/soria
12243,42132,noviercas/soria
12244,42134,agreda/soria
12245,42134,olvega/soria
12246,42135,oncala/soria
12247,42139,hinojosa_del_campo/soria
12249,42141,almarza/soria
12250,42142,hinojosa_del_campo/soria
12251,42144,fuentepinilla/soria
12253,42144,quintana_redonda/soria
12255,42145,burgo_de_osma_ciudad_de_osma/soria
12257,42149,cubo_de_la_solana/soria
12259,42152,burgo_de_osma_ciudad_de_osma/soria
12261,42152,montejo_de_tiermes/soria
12262,42153,arenillas/soria
12263,42154,narros/soria
12264,42154,candilichera/soria
12265,42155,montejo_de_tiermes/soria
12269,42157,arenillas/soria
12271,42159,rollamienta/soria
12272,42160,el_royo/soria
12274,42161,molinos_de_duero/soria
12275,42162,san_esteban_de_gormaz/soria
12276,42162,burgo_de_osma_ciudad_de_osma/soria
12277,42162,alcubilla_de_avellaneda/soria
12278,42162,langa_de_duero/soria
12279,42162,montejo_de_tiermes/soria
12283,42164,san_leonardo_de_yague/soria
12284,42165,las_aldehuelas/soria
12285,42165,cerbon/soria
12286,42166,las_aldehuelas/soria
12288,42167,santa_maria_de_huerta/soria
12289,42168,espeja_de_san_marcelino/soria
12290,42171,almazul/soria
12291,42172,coscurita/soria
12293,42173,soria/soria
12299,42173,golmayo/soria
12300,42174,sotillo_del_rincon/soria
12301,42174,rollamienta/soria
12302,42175,narros/soria
12303,42176,hinojosa_del_campo/soria
12304,42177,bayubas_de_abajo/soria
12305,42178,cubilla/soria
12306,42178,talveila/soria
12307,42181,fuentepinilla/soria
12308,42182,adradas/soria
12309,42183,bliecos/soria
12310,42183,borjabad/soria
12312,42185,blacos/soria
12315,42188,castilruiz/soria
12316,42189,talveila/soria
12318,42191,rollamienta/soria
12320,42193,castilruiz/soria
12321,42194,talveila/soria
12322,42194,burgo_de_osma_ciudad_de_osma/soria
12323,42195,blacos/soria
12325,42195,burgo_de_osma_ciudad_de_osma/soria
12327,42196,cerbon/soria
12329,42198,carrascosa_de_la_sierra/soria
12331,42201,narros/soria
12332,42202,alentisque/soria
12333,42204,borjabad/soria
12334,42205,golmayo/soria
12336,42207,rollamienta/soria
12337,42208,hinojosa_del_campo/soria
12340,42209,las_aldehuelas/soria
12341,42211,aldealsenor/soria
12343,42212,baraona/soria
12345,42215,vinuesa/soria
12347,42216,las_aldehuelas/soria
12349,42218,oncala/soria
12352,42219,medinaceli/soria
12353,43001,aiguamurcia/tarragona
12355,43002,albinyana/tarragona
12357,43003,l'albiol/tarragona
12358,43004,alcanar/tarragona
12360,43005,alcover/tarragona
12361,43006,aldover/tarragona
12362,43007,l'aleixar/tarragona
12363,43008,alfara_de_carles/tarragona
12364,43009,alforja/tarragona
12365,43010,alio/tarragona
12366,43011,almoster/tarragona
12367,43012,altafulla/tarragona
12368,43013,l'ametlla_de_mar/tarragona
12369,43014,amposta/tarragona
12372,43015,alforja/tarragona
12373,43016,l'arboc/tarragona
12374,43017,l'argentera/tarragona
12375,43018,arnes/tarragona
12376,43019,asco/tarragona
12377,43020,banyeres_del_penedes/tarragona
12379,43021,barbera_de_la_conca/tarragona
12382,43022,batea/tarragona
12383,43023,bellmunt_del_priorat/tarragona
12384,43024,bellvei/tarragona
12385,43025,benifallet/tarragona
12386,43026,benissanet/tarragona
12387,43027,la_bisbal_de_falset/tarragona
12388,43028,la_bisbal_del_penedes/tarragona
12389,43029,blancafort/tarragona
12390,43030,bonastre/tarragona
12391,43031,les_borges_del_camp/tarragona
12392,43032,bot/tarragona
12393,43033,botarell/tarragona
12394,43034,brafim/tarragona
12395,43035,cabaces/tarragona
12396,43036,cabra_del_camp/tarragona
12397,43037,calafell/tarragona
12400,43038,cambrils/tarragona
12401,43039,capafonts/tarragona
12402,43040,capcanes/tarragona
12403,43041,caseres/tarragona
12404,43042,castellvell_del_camp/tarragona
12405,43043,el_catllar/tarragona
12407,43044,la_senia/tarragona
12408,43045,colldejou/tarragona
12409,43046,conesa/tarragona
12411,43047,constanti/tarragona
12412,43048,corbera_d'ebre/tarragona
12413,43049,cornudella_de_montsant/tarragona
12415,43050,creixell/tarragona
12417,43051,cunit/tarragona
12418,43052,xerta/tarragona
12419,43053,l'argentera/tarragona
12420,43054,l'espluga_de_francoli/tarragona
12421,43055,falset/tarragona
12422,43056,la_fatarella/tarragona
12423,43057,capafonts/tarragona
12424,43058,la_figuera/tarragona
12425,43059,cabra_del_camp/tarragona
12426,43060,flix/tarragona
12427,43061,fores/tarragona
12428,43062,freginals/tarragona
12429,43063,la_galera/tarragona
12430,43064,gandesa/tarragona
12431,43065,garcia/tarragona
12432,43066,els_garidells/tarragona
12433,43067,ginestar/tarragona
12434,43068,godall/tarragona
12435,43069,gratallops/tarragona
12436,43070,els_guiamets/tarragona
12437,43071,horta_de_sant_joan/tarragona
12438,43072,gratallops/tarragona
12439,43073,conesa/tarragona
12440,43074,banyeres_del_penedes/tarragona
12441,43074,llorenc_del_penedes/tarragona
12442,43075,margalef/tarragona
12443,43076,marca/tarragona
12444,43076,falset/tarragona
12445,43077,mas_de_barberans/tarragona
12446,43078,masdenverge/tarragona
12447,43078,amposta/tarragona
12448,43079,albinyana/tarragona
12449,43080,la_maso/tarragona
12450,43081,maspujols/tarragona
12451,43082,la_figuera/tarragona
12452,43083,la_maso/tarragona
12453,43084,benissanet/tarragona
12454,43085,la_figuera/tarragona
12456,43086,montblanc/tarragona
12461,43088,montbrio_del_camp/tarragona
12462,43089,brafim/tarragona
12464,43090,aiguamurcia/tarragona
12465,43090,banyeres_del_penedes/tarragona
12466,43090,albinyana/tarragona
12467,43090,brafim/tarragona
12468,43091,capafonts/tarragona
12469,43091,montblanc/tarragona
12470,43092,mont_roig_del_camp/tarragona
12471,43092,aiguamurcia/tarragona
12473,43093,mora_d'ebre/tarragona
12474,43094,mora_la_nova/tarragona
12475,43095,el_morell/tarragona
12476,43096,la_morera_de_montsant/tarragona
12478,43097,la_nou_de_gaia/tarragona
12479,43098,nulles/tarragona
12480,43099,la_palma_d'ebre/tarragona
12481,43100,els_pallaresos/tarragona
12482,43101,passanant_i_belltall/tarragona
12483,43101,fores/tarragona
12484,43102,pauls/tarragona
12485,43103,perafort/tarragona
12487,43104,el_perello/tarragona
12488,43105,conesa/tarragona
12489,43105,barbera_de_la_conca/tarragona
12490,43106,el_pinell_de_brai/tarragona
12491,43107,pira/tarragona
12492,43108,el_pla_de_santa_maria/tarragona
12493,43109,la_pobla_de_mafumet/tarragona
12494,43110,la_pobla_de_massaluca/tarragona
12495,43111,la_pobla_de_montornes/tarragona
12496,43112,poboleda/tarragona
12497,43113,el_pont_d'armentera/tarragona
12498,43114,porrera/tarragona
12499,43115,pradell_de_la_teixeta/tarragona
12500,43116,capafonts/tarragona
12501,43117,prat_de_comte/tarragona
12502,43118,pratdip/tarragona
12504,43119,brafim/tarragona
12505,43120,banyeres_del_penedes/tarragona
12506,43120,querol/tarragona
12507,43121,rasquera/tarragona
12508,43122,renau/tarragona
12509,43123,reus/tarragona
12515,43124,la_riba/tarragona
12516,43125,riba_roja_d'ebre/tarragona
12517,43126,la_riera_de_gaia/tarragona
12518,43127,riudecanyes/tarragona
12519,43128,riudecols/tarragona
12520,43129,riudoms/tarragona
12521,43130,rocafort_de_queralt/tarragona
12522,43131,roda_de_bera/tarragona
12523,43132,brafim/tarragona
12524,43133,roquetes/tarragona
12526,43134,el_rourell/tarragona
12527,43135,salomo/tarragona
12528,43136,sant_carles_de_la_rapita/tarragona
12530,43137,sant_jaume_dels_domenys/tarragona
12531,43138,santa_barbara/tarragona
12532,43139,santa_coloma_de_queralt/tarragona
12533,43139,barbera_de_la_conca/tarragona
12534,43140,albinyana/tarragona
12535,43140,santa_oliva/tarragona
12536,43141,bellprat/tarragona
12537,43142,fores/tarragona
12538,43142,conesa/tarragona
12539,43142,sarral/tarragona
12540,43143,conesa/tarragona
12541,43144,la_secuita/tarragona
12543,43145,la_selva_del_camp/tarragona
12544,43146,senan/tarragona
12545,43147,solivella/tarragona
12546,43148,tarragona/tarragona
12556,43149,tivenys/tarragona
12557,43150,pratdip/tarragona
12558,43150,tivissa/tarragona
12559,43151,pradell_de_la_teixeta/tarragona
12560,43152,la_torre_de_l'espanyol/tarragona
12561,43153,torredembarra/tarragona
12562,43154,gratallops/tarragona
12563,43155,tortosa/tarragona
12569,43156,ulldecona/tarragona
12571,43156,freginals/tarragona
12572,43157,ulldemolins/tarragona
12573,43158,vallclara/tarragona
12574,43159,conesa/tarragona
12575,43160,vallmoll/tarragona
12576,43161,valls/tarragona
12578,43161,alio/tarragona
12579,43162,vandellos_i_l'hospitalet_de_l'infant/tarragona
12580,43162,pratdip/tarragona
12581,43163,el_vendrell/tarragona
12583,43164,la_nou_de_gaia/tarragona
12584,43165,renau/tarragona
12585,43166,vilallonga_del_camp/tarragona
12586,43167,vilanova_d'escornalbou/tarragona
12588,43168,vallclara/tarragona
12589,43169,vilaplana/tarragona
12590,43170,vila_rodona/tarragona
12591,43171,reus/tarragona
12592,43171,vila_seca/tarragona
12594,43172,vilaverd/tarragona
12595,43173,la_vilella_alta/tarragona
12596,43174,la_vilella_baixa/tarragona
12597,43175,vilalba_dels_arcs/tarragona
12598,43176,vimbodi_i_poblet/tarragona
12600,43176,senan/tarragona
12601,43177,la_torre_de_l'espanyol/tarragona
12602,43178,vinyols_i_els_arcs/tarragona
12603,43901,deltebre/tarragona
12604,43902,sant_jaume_d'enveja/tarragona
12605,43902,amposta/tarragona
12606,43903,camarles/tarragona
12607,43904,l'aldea/tarragona
12608,43905,salou/tarragona
12609,43906,l'ampolla/tarragona
12610,43907,tarragona/tarragona
12611,43907,la_canonja/tarragona
12612,44001,ababuj/teruel
12613,44002,abejuela/teruel
12614,44003,aguaton/teruel
12615,44004,aguaviva/teruel
12616,44005,aguilar_del_alfambra/teruel
12617,44006,alacon/teruel
12618,44007,alba/teruel
12619,44008,albalate_del_arzobispo/teruel
12620,44009,albarracin/teruel
12623,44010,albentosa/teruel
12625,44011,alcaine/teruel
12626,44012,alcala_de_la_selva/teruel
12628,44013,alcaniz/teruel
12631,44014,alcorisa/teruel
12632,44016,alfambra/teruel
12633,44017,aliaga/teruel
12636,44018,almohaja/teruel
12637,44019,alobras/teruel
12638,44020,alpenes/teruel
12639,44021,allepuz/teruel
12640,44022,alloza/teruel
12641,44023,allueva/teruel
12642,44024,anadon/teruel
12643,44025,andorra/teruel
12644,44026,arcos_de_las_salinas/teruel
12645,44027,arens_de_lledo/teruel
12646,44028,argente/teruel
12647,44029,arino/teruel
12648,44031,azaila/teruel
12649,44032,badenas/teruel
12650,44033,baguena/teruel
12651,44034,banon/teruel
12652,44035,barrachina/teruel
12653,44036,allueva/teruel
12654,44037,beceite/teruel
12655,44038,belmonte_de_san_jose/teruel
12656,44039,bello/teruel
12657,44040,berge/teruel
12658,44041,albarracin/teruel
12659,44042,blancas/teruel
12660,44043,blesa/teruel
12661,44044,bordon/teruel
12662,44045,bronchales/teruel
12663,44046,buena/teruel
12664,44047,burbaguena/teruel
12665,44048,cabra_de_mora/teruel
12666,44049,calaceite/teruel
12667,44050,banon/teruel
12668,44050,calamocha/teruel
12675,44050,barrachina/teruel
12676,44051,calanda/teruel
12677,44052,calomarde/teruel
12678,44053,camanas/teruel
12679,44054,camarena_de_la_sierra/teruel
12681,44055,ababuj/teruel
12682,44056,caminreal/teruel
12684,44059,cantavieja/teruel
12685,44060,cantavieja/teruel
12686,44061,la_canada_de_verich/teruel
12687,44062,canada_vellida/teruel
12688,44063,canizar_del_olivar/teruel
12689,44064,camarena_de_la_sierra/teruel
12690,44065,castejon_de_tornos/teruel
12691,44066,castel_de_cabra/teruel
12692,44067,castelnou/teruel
12693,44068,castelseras/teruel
12694,44070,cabra_de_mora/teruel
12695,44071,bordon/teruel
12696,44071,castellote/teruel
12699,44074,cedrillas/teruel
12700,44075,celadas/teruel
12701,44076,cella/teruel
12702,44077,la_cerollera/teruel
12703,44080,la_codonera/teruel
12704,44082,corbalan/teruel
12705,44084,cortes_de_aragon/teruel
12706,44085,cosa/teruel
12707,44085,alpenes/teruel
12708,44086,cretas/teruel
12709,44087,crivillen/teruel
12710,44088,la_cuba/teruel
12711,44089,camarena_de_la_sierra/teruel
12712,44090,badenas/teruel
12713,44092,alobras/teruel
12714,44093,cuevas_de_almuden/teruel
12715,44094,cuevas_labradas/teruel
12716,44096,ejulve/teruel
12717,44097,escorihuela/teruel
12718,44099,escucha/teruel
12720,44100,estercuel/teruel
12721,44101,ferreruela_de_huerva/teruel
12722,44103,formiche_alto/teruel
12724,44105,fornoles/teruel
12725,44106,fortanete/teruel
12726,44107,foz_calanda/teruel
12727,44108,la_fresneda/teruel
12728,44109,calomarde/teruel
12729,44110,fuenferrada/teruel
12730,44111,fuentes_calientes/teruel
12731,44112,fuentes_claras/teruel
12732,44113,fuentes_de_rubielos/teruel
12733,44114,fuentespalda/teruel
12734,44115,canada_vellida/teruel
12735,44116,estercuel/teruel
12736,44117,gea_de_albarracin/teruel
12737,44118,la_canada_de_verich/teruel
12738,44119,griegos/teruel
12739,44120,guadalaviar/teruel
12740,44121,gudar/teruel
12741,44122,hijar/teruel
12742,44123,aliaga/teruel
12743,44124,cortes_de_aragon/teruel
12744,44125,anadon/teruel
12745,44125,huesa_del_comun/teruel
12746,44126,la_iglesuela_del_cid/teruel
12747,44127,jabaloyas/teruel
12748,44127,albarracin/teruel
12749,44128,cuevas_de_almuden/teruel
12750,44129,castelnou/teruel
12751,44130,aguilar_del_alfambra/teruel
12752,44131,alcaine/teruel
12753,44132,allueva/teruel
12754,44133,badenas/teruel
12755,44135,libros/teruel
12756,44136,lidon/teruel
12757,44137,linares_de_mora/teruel
12758,44138,anadon/teruel
12759,44138,loscos/teruel
12760,44141,lledo/teruel
12761,44142,cortes_de_aragon/teruel
12762,44143,manzanera/teruel
12763,44143,abejuela/teruel
12765,44144,martin_del_rio/teruel
12767,44145,mas_de_las_matas/teruel
12768,44146,crivillen/teruel
12769,44147,mazaleon/teruel
12770,44148,cuevas_de_almuden/teruel
12771,44149,la_cuba/teruel
12772,44150,miravete_de_la_sierra/teruel
12773,44151,berge/teruel
12774,44152,loscos/teruel
12775,44153,monreal_del_campo/teruel
12776,44154,monroyo/teruel
12777,44155,montalban/teruel
12779,44156,monteagudo_del_castillo/teruel
12780,44157,monterde_de_albarracin/teruel
12781,44158,mora_de_rubielos/teruel
12782,44159,moscardon/teruel
12783,44160,mosqueruela/teruel
12784,44161,muniesa/teruel
12785,44163,noguera_de_albarracin/teruel
12786,44164,loscos/teruel
12787,44165,nogueruelas/teruel
12788,44167,alcaine/teruel
12789,44168,odon/teruel
12791,44169,ojos_negros/teruel
12792,44171,olba/teruel
12794,44172,oliete/teruel
12795,44173,crivillen/teruel
12796,44174,orihuela_del_tremedal/teruel
12797,44175,escorihuela/teruel
12798,44176,palomar_de_arroyos/teruel
12799,44177,martin_del_rio/teruel
12800,44177,pancrudo/teruel
12801,44178,aguaviva/teruel
12802,44179,penarroya_de_tastavins/teruel
12803,44180,almohaja/teruel
12804,44181,cuevas_labradas/teruel
12805,44182,escorihuela/teruel
12806,44182,perales_del_alfambra/teruel
12807,44183,pitarque/teruel
12808,44184,huesa_del_comun/teruel
12809,44185,ababuj/teruel
12810,44187,la_portellada/teruel
12811,44189,monterde_de_albarracin/teruel
12812,44190,pozuel_del_campo/teruel
12813,44191,la_puebla_de_hijar/teruel
12815,44192,la_puebla_de_valverde/teruel
12816,44193,puertomingalvo/teruel
12817,44194,la_portellada/teruel
12818,44195,rillo/teruel
12820,44196,riodeva/teruel
12821,44197,rodenas/teruel
12822,44198,royuela/teruel
12823,44199,albarracin/teruel
12824,44200,rubielos_de_la_cerida/teruel
12825,44201,fuentes_de_rubielos/teruel
12826,44203,salcedillo/teruel
12827,44204,jabaloyas/teruel
12828,44205,samper_de_calanda/teruel
12829,44206,san_agustin/teruel
12830,44207,san_martin_del_rio/teruel
12831,44208,santa_cruz_de_nogueras/teruel
12832,44209,santa_eulalia/teruel
12833,44210,sarrion/teruel
12834,44210,albentosa/teruel
12835,44211,salcedillo/teruel
12836,44212,seno/teruel
12837,44213,aguaton/teruel
12838,44215,terriente/teruel
12839,44216,teruel/teruel
12843,44216,corbalan/teruel
12845,44216,cuevas_labradas/teruel
12846,44216,albarracin/teruel
12850,44217,albarracin/teruel
12851,44218,alobras/teruel
12852,44219,tornos/teruel
12853,44220,caminreal/teruel
12854,44221,la_codonera/teruel
12855,44222,torrecilla_del_rebollar/teruel
12857,44223,torre_de_arcas/teruel
12858,44224,montalban/teruel
12859,44225,torre_del_compte/teruel
12860,44226,aguaton/teruel
12861,44227,cosa/teruel
12862,44228,torremocha_de_jiloca/teruel
12863,44229,torres_de_albarracin/teruel
12864,44230,torrevelilla/teruel
12865,44231,arcos_de_las_salinas/teruel
12866,44232,torrijo_del_campo/teruel
12867,44234,libros/teruel
12868,44234,riodeva/teruel
12869,44235,tramacastilla/teruel
12870,44236,la_cuba/teruel
12871,44237,urrea_de_gaen/teruel
12872,44238,utrillas/teruel
12875,44239,camarena_de_la_sierra/teruel
12876,44240,valbona/teruel
12877,44241,valdealgorfa/teruel
12878,44243,jabaloyas/teruel
12879,44244,valdelinares/teruel
12880,44245,valdeltormo/teruel
12881,44246,valderrobres/teruel
12882,44247,valjunquera/teruel
12883,44249,albarracin/teruel
12884,44250,alobras/teruel
12885,44251,buena/teruel
12886,44252,villahermosa_del_campo/teruel
12887,44256,villanueva_del_rebollar_de_la_sierra/teruel
12888,44257,griegos/teruel
12889,44258,villar_del_salz/teruel
12890,44260,ejulve/teruel
12891,44261,villarquemado/teruel
12892,44262,villarroya_de_los_pinares/teruel
12893,44263,villastar/teruel
12894,44264,villel/teruel
12895,44265,vinaceite/teruel
12896,44266,lidon/teruel
12897,44267,vivel_del_rio_martin/teruel
12899,44268,canizar_del_olivar/teruel
12900,45001,ajofrin/toledo
12901,45002,alameda_de_la_sagra/toledo
12902,45003,albarreal_de_tajo/toledo
12903,45004,alcabon/toledo
12904,45005,alcanizo/toledo
12905,45006,alcaudete_de_la_jara/toledo
12906,45007,alcolea_de_tajo/toledo
12907,45008,aldea_en_cabo/toledo
12908,45009,aldeanueva_de_barbarroya/toledo
12909,45010,aldeanueva_de_san_bartolome/toledo
12910,45011,almendral_de_la_canada/toledo
12911,45012,almonacid_de_toledo/toledo
12912,45013,almorox/toledo
12913,45014,anover_de_tajo/toledo
12914,45015,arcicollar/toledo
12915,45016,arges/toledo
12916,45017,alcolea_de_tajo/toledo
12918,45018,barcience/toledo
12919,45019,bargas/toledo
12920,45020,belvis_de_la_jara/toledo
12921,45021,borox/toledo
12922,45022,buenaventura/toledo
12923,45023,burguillos_de_toledo/toledo
12924,45024,burujon/toledo
12925,45025,cabanas_de_la_sagra/toledo
12926,45026,cabanas_de_yepes/toledo
12928,45027,cabezamesada/toledo
12929,45028,calera_y_chozas/toledo
12931,45029,caleruela/toledo
12932,45030,calzada_de_oropesa/toledo
12933,45031,camarena/toledo
12934,45032,camarenilla/toledo
12935,45033,el_campillo_de_la_jara/toledo
12936,45034,camunas/toledo
12937,45035,cardiel_de_los_montes/toledo
12938,45036,carmena/toledo
12939,45037,el_carpio_de_tajo/toledo
12940,45038,carranque/toledo
12941,45039,carriches/toledo
12942,45040,el_casar_de_escalona/toledo
12943,45041,casarrubios_del_monte/toledo
12944,45042,casasbuenas/toledo
12945,45043,castillo_de_bayuela/toledo
12946,45045,cazalegas/toledo
12947,45046,cebolla/toledo
12948,45047,cedillo_del_condado/toledo
12949,45048,los_cerralbos/toledo
12950,45049,cervera_de_los_montes/toledo
12951,45050,ciruelos/toledo
12952,45051,cobeja/toledo
12953,45052,cobisa/toledo
12954,45053,consuegra/toledo
12955,45054,corral_de_almaguer/toledo
12956,45055,cuerva/toledo
12957,45056,chozas_de_canales/toledo
12958,45057,chueca/toledo
12959,45058,domingo_perez/toledo
12960,45059,dosbarrios/toledo
12961,45060,erustes/toledo
12962,45061,escalona/toledo
12963,45062,escalonilla/toledo
12964,45063,espinoso_del_rey/toledo
12965,45064,esquivias/toledo
12966,45065,la_estrella/toledo
12967,45066,fuensalida/toledo
12968,45066,erustes/toledo
12969,45067,galvez/toledo
12970,45068,garciotum/toledo
12971,45069,gerindote/toledo
12972,45070,guadamur/toledo
12973,45071,la_guardia/toledo
12974,45072,las_herencias/toledo
12976,45073,herreruela_de_oropesa/toledo
12977,45074,hinojosa_de_san_vicente/toledo
12978,45075,hontanar/toledo
12979,45076,hormigos/toledo
12980,45077,huecas/toledo
12981,45078,cabanas_de_yepes/toledo
12982,45079,la_iglesuela/toledo
12984,45081,illescas/toledo
12985,45082,lagartera/toledo
12986,45083,layos/toledo
12987,45084,lillo/toledo
12988,45085,lominchar/toledo
12989,45086,lucillos/toledo
12990,45087,madridejos/toledo
12991,45088,magan/toledo
12992,45089,malpica_de_tajo/toledo
12994,45090,manzaneque/toledo
12995,45091,maqueda/toledo
12996,45092,marjaliza/toledo
12997,45093,marrupe/toledo
12998,45094,mascaraque/toledo
12999,45095,la_mata/toledo
13000,45096,mazarambroz/toledo
13001,45096,cuerva/toledo
13002,45097,mejorada/toledo
13003,45097,alcaudete_de_la_jara/toledo
13004,45098,menasalbas/toledo
13007,45099,mentrida/toledo
13008,45100,mesegar_de_tajo/toledo
13009,45101,miguel_esteban/toledo
13011,45102,mocejon/toledo
13013,45103,mohedas_de_la_jara/toledo
13014,45104,montearagon/toledo
13015,45105,montesclaros/toledo
13016,45106,mora/toledo
13017,45107,nambroca/toledo
13019,45108,la_nava_de_ricomalillo/toledo
13020,45109,hontanar/toledo
13021,45109,navahermosa/toledo
13022,45110,navalcan/toledo
13023,45111,navalmoralejo/toledo
13024,45112,los_navalmorales/toledo
13025,45113,los_navalucillos/toledo
13028,45114,navamorcuende/toledo
13029,45115,noblejas/toledo
13030,45116,noez/toledo
13031,45117,nombela/toledo
13032,45118,noves/toledo
13033,45119,numancia_de_la_sagra/toledo
13034,45120,nuno_gomez/toledo
13035,45121,ocana/toledo
13036,45122,olias_del_rey/toledo
13037,45123,ontigola/toledo
13038,45124,orgaz/toledo
13040,45125,oropesa/toledo
13043,45126,otero/toledo
13044,45127,palomeque/toledo
13045,45128,pantoja/toledo
13046,45129,aldea_en_cabo/toledo
13047,45130,parrillas/toledo
13048,45131,pelahustan/toledo
13049,45132,pepino/toledo
13050,45133,polan/toledo
13051,45134,portillo_de_toledo/toledo
13052,45135,la_puebla_de_almoradiel/toledo
13053,45136,ocana/toledo
13054,45136,la_puebla_de_montalban/toledo
13055,45137,la_pueblanueva/toledo
13057,45138,el_puente_del_arzobispo/toledo
13058,45139,puerto_de_san_vicente/toledo
13059,45140,pulgar/toledo
13060,45141,quero/toledo
13061,45142,mora/toledo
13062,45142,quintanar_de_la_orden/toledo
13063,45143,quismondo/toledo
13064,45144,manzaneque/toledo
13065,45144,el_real_de_san_vicente/toledo
13066,45145,recas/toledo
13067,45146,retamoso_de_la_jara/toledo
13068,45147,rielves/toledo
13069,45148,robledo_del_mazo/toledo
13074,45149,el_romeral/toledo
13075,45150,san_bartolome_de_las_abiertas/toledo
13076,45151,san_martin_de_montalban/toledo
13077,45152,san_martin_de_pusa/toledo
13078,45153,menasalbas/toledo
13079,45154,san_roman_de_los_montes/toledo
13080,45155,santa_ana_de_pusa/toledo
13081,45156,santa_cruz_de_la_zarza/toledo
13082,45157,santa_cruz_del_retamar/toledo
13084,45158,miguel_esteban/toledo
13085,45159,sartajada/toledo
13086,45160,segurilla/toledo
13087,45161,layos/toledo
13088,45161,sesena/toledo
13090,45162,sevilleja_de_la_jara/toledo
13093,45163,sonseca/toledo
13094,45163,orgaz/toledo
13095,45164,sotillo_de_las_palomas/toledo
13096,45165,oropesa/toledo
13097,45165,talavera_de_la_reina/toledo
13100,45166,tembleque/toledo
13101,45167,el_toboso/toledo
13102,45168,toledo/toledo
13110,45169,oropesa/toledo
13111,45170,torrecilla_de_la_jara/toledo
13112,45171,la_torre_de_esteban_hambran/toledo
13113,45172,torrico/toledo
13114,45173,torrijos/toledo
13115,45174,totanes/toledo
13116,45175,turleque/toledo
13117,45176,ugena/toledo
13118,45177,urda/toledo
13119,45179,torrico/toledo
13120,45180,valmojado/toledo
13121,45181,velada/toledo
13122,45182,las_ventas_con_pena_aguilera/toledo
13123,45183,las_ventas_de_retamosa/toledo
13124,45184,las_ventas_de_san_julian/toledo
13125,45185,cebolla/toledo
13126,45185,villacanas/toledo
13127,45186,la_villa_de_don_fadrique/toledo
13128,45187,villafranca_de_los_caballeros/toledo
13129,45188,villaluenga_de_la_sagra/toledo
13130,45189,villamiel_de_toledo/toledo
13131,45190,villaminaya/toledo
13132,45191,villamuelas/toledo
13133,45192,villanueva_de_alcardete/toledo
13134,45193,villanueva_de_bogas/toledo
13135,45194,villarejo_de_montalban/toledo
13136,45195,villarrubia_de_santiago/toledo
13137,45195,santa_cruz_de_la_zarza/toledo
13138,45196,villaseca_de_la_sagra/toledo
13140,45197,villasequilla/toledo
13141,45198,villatobas/toledo
13142,45199,el_viso_de_san_juan/toledo
13143,45200,los_yebenes/toledo
13144,45200,urda/toledo
13145,45201,yeles/toledo
13146,45202,yepes/toledo
13147,45203,yuncler/toledo
13148,45204,yunclillos/toledo
13149,45205,yuncos/toledo
13150,45901,santo_domingo_caudilla/toledo
13151,46001,ademuz/valencia
13152,46002,ador/valencia
13153,46003,atzeneta_d'albaida/valencia
13154,46004,agullent/valencia
13155,46005,alaquas/valencia
13156,46006,albaida/valencia
13157,46007,albal/valencia
13158,46008,albalat_de_la_ribera/valencia
13159,46009,albalat_dels_sorells/valencia
13160,46010,albalat_dels_tarongers/valencia
13161,46011,alberic/valencia
13162,46012,alborache/valencia
13163,46013,alboraya/valencia
13166,46014,albuixech/valencia
13167,46015,alcasser/valencia
13169,46016,alcantera_de_xuquer/valencia
13170,46017,alzira/valencia
13173,46018,alcublas/valencia
13174,46019,l'alcudia/valencia
13175,46020,l'alcudia_de_crespins/valencia
13176,46021,aldaia/valencia
13177,46022,alfafar/valencia
13178,46023,alfauir/valencia
13179,46024,alfara_de_la_baronia/valencia
13180,46025,alfara_del_patriarca/valencia
13181,46026,alfarp/valencia
13182,46027,alfarrasi/valencia
13183,46028,algar_de_palancia/valencia
13184,46029,algemesi/valencia
13185,46030,algimia_de_alfara/valencia
13186,46031,alginet/valencia
13187,46032,almassera/valencia
13188,46033,almisera/valencia
13189,46034,almoines/valencia
13190,46035,almussafes/valencia
13191,46036,alpuente/valencia
13192,46037,l'alqueria_de_la_comtessa/valencia
13193,46038,andilla/valencia
13194,46039,anna/valencia
13195,46040,antella/valencia
13196,46041,aras_de_los_olmos/valencia
13197,46042,aielo_de_malferit/valencia
13198,46043,aielo_de_rugat/valencia
13199,46044,ayora/valencia
13200,46045,barxeta/valencia
13201,46046,barx/valencia
13202,46047,belgida/valencia
13203,46048,bellreguard/valencia
13204,46049,bellus/valencia
13205,46050,benageber/valencia
13206,46051,benaguasil/valencia
13207,46052,benavites/valencia
