CODCNH	NOMBRE	DIRECCION	TELEFONO	TELEFONO2	TELEFAX	CODMU	MUNICIPIOS	CODPROV	PROVINCIAS	CODAUTO	COMUNIDADES	CODPOSTAL	NCAMAS	CODFI	FINALIDAD ASISITENCIAL	CODPAT	DEPENDENCIA PATRIMONIAL	CODFU	DEPENDENCIA FUNCIONAL	ACREDOCENT	ESCOMPLE	FORCOMPLE	CODIDCOM	ALTA	CERRADO	CAPITAL	CIERREFECH	CONCIERTO	EMAIL	TAC	RM	GAM	HEM	ASD	LIT	BCO	ALI	SPECT	PET	MAMOS	DO	DIAL
380337	HOSPITAL DEL NORTE	CALLE LAS GAVIOTAS Nß 22. BUEN PASO	822171471		922653808	380223	Icod de los Vinos	38	SANTA CRUZ DE TENERIFE	05	CANARIAS	38437	0	13	GERIATR÷A Y/O LARGA ESTANCIA	6	COMUNIDAD AUT‡NOMA	8	SERVICIO CANARIO DE SALUD	N	N	S	380326	N	N	N		N	dirgerhuc.scs@gobiernodecanarias.org	0	0	0	0	0	0	0	0	0	0	0	0	0
380348	HOSPITAL DEL SUR	CARRETERA DE ARONA S/N, EL MOJ‡N	922174740		922174743	380064	Arona	38	SANTA CRUZ DE TENERIFE	05	CANARIAS	38650	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	8	SERVICIO CANARIO DE SALUD	S	N	S	380012	N	N	N		N		0	0	0	0	0	0	0	0	0	0	0	0	0
380359	CL÷NICA TARA	C/ CASAS ALTAS SN	922563351		922563499	380435	Tacoronte	38	SANTA CRUZ DE TENERIFE	05	CANARIAS	38350	12	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		S	info@clinicatara.com	0	1	0	0	0	0	0	0	0	0	1	1	0
390015	HOSPITAL UNIVERSITARIO MARQUêS DE VALDECILLA	AV. DE VALDECILLA, S/N	942202520		942202655	390759	Santander	39	CANTABRIA	06	CANTABRIA	39008	923	1	GENERAL	1	SEGURIDAD SOCIAL	27	SERVICIO CµNTABRO DE SALUD-SCS	S	N	N		N	N	S		N	dirger.humv@scsalud.es	4	3	0	2	3	1	0	3	3	1	1	0	16
390041	HOSPITAL RAM‡N NEGRETE	AV. DEL FARO-PINTOR EDUARDO SANZ Nß 19	942204100		942204111	390759	Santander	39	CANTABRIA	06	CANTABRIA	39012	30	10	TRAUMATOLOG÷A Y/O REHABILITACI‡N	10	MATEP	19	MATEP	N	N	N		N	N	S		S	secretaria@mutuamontanesa.es	0	1	0	0	0	0	0	0	0	0	0	0	0
390054	HOSPITAL SANTA CLOTILDE - ORDEN HOSPITALARIA SAN JUAN DE DIOS.	AV. GENERAL DµVILA, 35	942217711		942218711	390759	Santander	39	CANTABRIA	06	CANTABRIA	39006	127	13	GERIATR÷A Y/O LARGA ESTANCIA	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		S	hsclotilde.gerencia@hsjd.es	0	0	0	0	0	0	0	0	0	0	0	0	0
390067	CENTRO HOSPITALARIO PADRE MENNI	AV. DE CANTABRIA, 52	942390060		942391266	390759	Santander	39	CANTABRIA	06	CANTABRIA	39012	403	6	PSIQUIµTRICO	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		S	gerencia@mennisant.com	0	0	0	0	0	0	0	0	0	0	0	0	0
390134	HOSPITAL COMARCAL DE LAREDO	AV. DE LOS DERECHOS HUMANOS, S/N	942638500	942638502	942607876	390358	Laredo	39	CANTABRIA	06	CANTABRIA	39770	131	1	GENERAL	1	SEGURIDAD SOCIAL	27	SERVICIO CµNTABRO DE SALUD-SCS	N	N	N		N	N	N		N	gerencia.hlrd@scsalud.es	1	0	0	0	0	0	0	0	0	0	2	0	0
390149	HOSPITAL SIERRALLANA	Bß. DE GANZO, S/N	942847400		942847501	390876	Torrelavega	39	CANTABRIA	06	CANTABRIA	39300	301	1	GENERAL	1	SEGURIDAD SOCIAL	27	SERVICIO CµNTABRO DE SALUD-SCS	S	N	N		N	N	N		N	secretaria.hsll@scsalud.es	3	1	0	0	0	0	0	0	0	0	2	0	0
390152	CL÷NICA MOMP÷A, S.A.U.	AV. DE LOS CONDES, S/N. MOMP÷A	942584100		942584114	390731	Santa Cruz de Bezana	39	CANTABRIA	06	CANTABRIA	39108	105	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	info@clinicamompia.com	1	1	0	0	0	0	0	1	0	0	1	0	0
400019	COMPLEJO ASISTENCIAL DE SEGOVIA	LUIS ERIK CLAVER÷A NEUR‡LOGO, S/NÈM.	921419100		921419149	401945	Segovia	40	SEGOVIA	07	CASTILLA Y LE‡N	40002	375	1	GENERAL	1	SEGURIDAD SOCIAL	35	SANIDAD CASTILLA Y LE‡N-SACYL	S	S	N		N	N	S		N	gerente.hgse@saludcastillayleon.es	2	1	0	0	0	0	0	0	0	0	2	1	15
400030	HOSPITAL GENERAL DE SEGOVIA	LUIS ERIK CLAVER÷A NEUR‡LOGO, S/NÈM	921419100		921419149	401945	Segovia	40	SEGOVIA	07	CASTILLA Y LE‡N	40002	0	1	GENERAL	1	SEGURIDAD SOCIAL	35	SANIDAD CASTILLA Y LE‡N-SACYL	S	N	S	400019	N	N	S		N	gerente.hgse@saludcastillayleon.es	0	0	0	0	0	0	0	0	0	0	0	0	0
400045	HOSPITAL RECOLETAS SEGOVIA NTRA. SRA. DE LA MISERICORDIA	CALLE DR. VELASCO, 21-23	921460115		921460117	401945	Segovia	40	SEGOVIA	07	CASTILLA Y LE‡N	40003	48	1	GENERAL	13	OTRO PRIVADO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	direccion.medica.hrsg@gruporecoletas.com	1	1	0	0	0	0	0	0	0	0	1	1	0
400058	UNIDAD DE REHABILITACI‡N PSIQUIµTRICA NTRA. SRA. DE LA FUENCISLA	CTRA. DE LA GRANJA, KM. 7	921421800		921420080	401556	Palazuelos de Eresma	40	SEGOVIA	07	CASTILLA Y LE‡N	40194	56	6	PSIQUIµTRICO	7	DIPUTACI‡N O CABILDO	16	DIPUTACI‡N O CABILDO	N	N	N		N	N	N		S	centrolafuencisla@dipsegovia.es	0	0	0	0	0	0	0	0	0	0	0	0	0
410016	HOSPITAL GENERAL DEL H.U. VIRGEN DEL ROC÷O	AVDA. MANUEL SIUROT, S/N	955012000		955013465	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41013	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	S	410286	N	N	S		N	huvr@hvr.sas.junta-andalucia.es	0	0	0	0	0	0	0	0	0	0	0	0	0
410021	HOSPITAL VIRGEN DE VALME	CTRA. CµDIZ-BELLAVISTA, KM. 548,9	955015000		955015143	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41014	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	S	410303	N	N	S		N	hospitalvalme.sspa@juntadeandalucia.es	0	0	0	0	0	0	0	0	0	0	0	0	0
410042	HOSPITAL VIRGEN MACARENA	AVDA. DOCTOR FEDRIANI, 3	955008000		955008021	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41071	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	S	410299	N	N	S		N	ahvm@hvm.sas.junta-andalucia.es	0	0	0	0	0	0	0	0	0	0	0	0	0
410055	HOSPITAL SAN LµZARO	AVDA. DOCTOR FEDRIANI, 56	955017800		955017941	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41009	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	S	410299	N	N	S		N		0	0	0	0	0	0	0	0	0	0	0	0	0
410074	HOSPITAL VICTORIA EUGENIA DE LA CRUZ ROJA ESPA•OLA	AV. CRUZ ROJA, 1	954352082		954353025	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41009	39	1	GENERAL	11	PRIVADO-BENêFICO (CRUZ ROJA)	20	PRIVADO-BENêFICO (CRUZ ROJA)	N	N	N		N	N	S		S	administracion@hospitalveugenia.com	1	0	0	0	0	0	0	0	0	0	1	0	0
410080	HOSPITAL SAN JUAN DE DIOS DE SEVILLA	AV. EDUARDO DATO, 42	954933870		954933871	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41005	47	1	GENERAL	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		S	sevilla2@sjd.es	0	0	0	0	0	0	0	0	0	0	0	0	0
410093	HOSPITAL DUQUES DEL INFANTADO	C/ SOR GREGORIA DE SANTA TERESA, S/N	955016300		955016310	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41012	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	S	410286	N	N	S		N		0	0	0	0	0	0	0	0	0	0	0	0	0
410107	CL÷NICA SANTA ISABEL	LUIS MONTOTO, 100	954919000		954571170	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41018	96	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N		1	1	0	1	0	0	0	0	0	0	1	1	30
410114	HOSPITAL QUIRONSALUD SAGRADO CORAZ‡N	RAFAEL SALGADO, 3	954937676		954628155	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41013	147	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N		1	2	0	1	0	0	0	0	0	0	1	0	0
410129	HOSPITAL FµTIMA	GLORIETA DE MêXICO, 1	954613300		955040362	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41012	73	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	info@hospitalfatima.es	1	1	0	1	1	0	0	0	0	0	1	1	1
410135	HOSPITAL QUIRONSALUD INFANTA LUISA	SAN JACINTO, 87	954330100		954001824	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41010	139	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	obdulio@infantaluisa.com	1	2	1	1	0	1	0	2	0	1	1	1	2
410191	CL÷NICA NUESTRA SE•ORA DE ARµNZAZU	C/ JESÈS DEL GRAN PODER, 29	954382110		954907675	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41002	10	2	QUIRÈRGICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	direccion@clinicaaranzazu.com	0	0	0	0	0	0	0	0	0	0	0	0	0
410212	RESIDENCIA DE SALUD MENTAL NUESTRA SE•ORA DEL CARMEN	AV. RIO PUDIO, S/N	955723391		954905674	410172	Bormujos	41	SEVILLA	01	ANDALUC÷A	41930	54	6	PSIQUIµTRICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	rescudero@trajanoxxv.com	0	0	0	0	0	0	0	0	0	0	0	0	0
410227	HOSPITAL EL TOMILLAR	CTRA. ALCALµ-DOS HERMANAS, KM. 6	955016000		955016032	410042	Alcal† de Guada°ra	41	SEVILLA	01	ANDALUC÷A	41500	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	S	410303	N	N	N		N	hospitalvalme.sspa@juntadeandalucia.es	0	0	0	0	0	0	0	0	0	0	0	0	0
410233	HOSPITAL SAN AGUST÷N	PROLONGACI‡N DOCTOR FLEMING, SECTOR 13, S/N	955050570		955050578	410384	Dos Hermanas	41	SEVILLA	01	ANDALUC÷A	41703	93	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N		1	2	0	0	0	0	0	0	0	0	1	0	0
410248	HOSPITAL DE ALTA RESOLUCI‡N DE MOR‡N DE LA FRONTERA	PLAZA DE SAN FRANCISCO, S/N	954851008		954852083	410652	Mor¢n de la Frontera	41	SEVILLA	01	ANDALUC÷A	41530	12	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	N		N	N	N		N		0	0	0	0	0	0	0	0	0	0	1	0	0
410251	HOSPITAL LA MERCED	AVDA. DE LA CONSTITUCI‡N, 2	955077200		955077217	410687	Osuna	41	SEVILLA	01	ANDALUC÷A	41640	225	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	N		N	N	N		N	dgerencia.aso.sspa@juntadeandalucia.es	2	0	0	0	0	0	0	0	0	0	2	0	0
410286	HOSPITAL UNIVERSITARIO VIRGEN DEL ROC÷O	AVDA. MANUEL SIUROT, S/N	955013466		955013465	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41013	1350	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	S	N		N	N	S		N		8	4	4	3	4	1	0	5	1	1	5	1	50
410299	HOSPITAL UNIVERSITARIO VIRGEN MACARENA	AVDA. DOCTOR FEDRIANI, 3	955008000		955008021	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41009	960	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	S	N		N	N	S		N	secretariadireccionger.hvm.sspa@juntadeandalucia.es	5	1	0	3	0	0	0	3	3	0	4	2	37
410303	HOSPITAL UNIVERSITARIO VIRGEN DE VALME	AVDA. DE BELLAVISTA, S/N	955015160		955015186	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41014	617	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	S	N		N	N	S		N	hospitalvalme.sspa@juntadeandalucia.es	2	1	0	2	0	1	0	0	0	0	3	0	10
410325	FREMAP, HOSPITAL Y CENTRO DE REHABILITACI‡N DE SEVILLA	AV. DE JEREZ, S/N	954249102		954249283	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41014	102	10	TRAUMATOLOG÷A Y/O REHABILITACI‡N	10	MATEP	19	MATEP	N	N	N		N	N	S		N		1	1	0	0	0	0	0	0	0	0	0	0	0
410346	HOSPITAL PSIQUIµTRICO PENITENCIARIO	CRTA. TORREBLANCA-MAIRENA, KM. 3,5	955616666		955614300	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41007	26	6	PSIQUIµTRICO	4	MINISTERIO DE INTERIOR	14	ADMINISTRACI‡N PENITENCIARIA	N	N	N		N	N	S		N	director.sevillaps@dgip.mir.es	0	0	0	0	0	0	0	0	0	0	0	0	0
410353	HOSPITAL SAN JUAN DE DIOS DEL ALJARAFE	AVDA. SAN JUAN DE DIOS, S/N	955050550		955059162	410172	Bormujos	41	SEVILLA	01	ANDALUC÷A	41930	200	1	GENERAL	12	PRIVADO-BENêFICO (IGLESIA)	2	SERVICIO ANDALUZ DE SALUD	S	N	N		N	N	N		S		1	1	0	0	0	0	0	0	0	0	2	0	0
410375	HOSPITAL NISA SEVILLA-ALJARAFE	AVDA. PLACIDO FERNANDEZ VIAGAS, S/N	954464000		954161503	410299	Castilleja de la Cuesta	41	SEVILLA	01	ANDALUC÷A	41950	148	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	sevillaaljarafe@hospitales.nisa.es	1	1	0	1	1	1	0	0	0	0	1	1	2
410386	HOSPITAL DE ALTA RESOLUCI‡N DE UTRERA	BRIGADAS INTERNACIONALES, S/N	955839097		955099147	410956	Utrera	41	SEVILLA	01	ANDALUC÷A	41710	14	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	N		N	N	N		N	secretaria.chare.utrera.sspa@juntadeandalucia.es	1	0	0	0	1	0	0	0	0	0	1	0	0
410397	HOSPITAL DE ALTA RESOLUCI‡N SIERRA NORTE	DR. LARRAURI, S/N	955889037		955889110	410331	Constantina	41	SEVILLA	01	ANDALUC÷A	41450	8	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	N		N	N	N		N		1	0	0	0	0	0	0	0	0	0	1	0	0
410409	HOSPITAL VIAMED SANTA µNGELA DE LA CRUZ	AVDA. DE JEREZ, 59	954032000		954032001	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41013	105	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	gpc@viamedsantaangeladelacruz.com	1	1	0	0	0	0	0	0	0	0	1	0	0
410419	HOSPITAL DE ALTA RESOLUCI‡N DE êCIJA	AV. DOCTOR SµNCHEZ MALO, 73				410397	êcija	41	SEVILLA	01	ANDALUC÷A	41400	38	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	N		N	N	N		N		1	0	0	0	0	0	0	0	0	0	1	0	0
410432	CL÷NICA DE SALUD MENTAL MIGUEL DE MA•ARA	C/ HERMANOS DE LA CRUZ BLANCA, 1 (MONTEQUINTO)	954127033			410384	Dos Hermanas	41	SEVILLA	01	ANDALUC÷A	41089	18	6	PSIQUIµTRICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	direccion@samuwellness.com	0	0	0	0	0	0	0	0	0	0	0	0	0
410443	HOSPITAL DE REHABILITACI‡N Y TRAUMATOLOG÷A VIRGEN DEL ROC÷O	AVDA. MANUEL SIUROT, S/N	955012000		955013473	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41013	0	10	TRAUMATOLOG÷A Y/O REHABILITACI‡N	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	S	410286	N	N	S		N		0	0	0	0	0	0	0	0	0	0	0	0	0
410454	HOSPITAL DE ALTA RESOLUCI‡N DE LEBRIJA	AVDA. EL CUERVO, S/N				410536	Lebrija	41	SEVILLA	01	ANDALUC÷A	41740	22	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	N		N	N	N		N		1	0	0	0	0	0	0	0	0	0	1	0	0
410465	HOSPITAL INFANTIL	AVDA. MANUEL SIUROT, S/N	955012000		955013473	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41013	0	4	INFANTIL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	S	410286	N	N	S		N		0	0	0	0	0	0	0	0	0	0	0	0	0
410476	HOSPITAL DE LA MUJER	AVDA. MANUEL SIUROT, S/N	955012000		955013473	410917	Sevilla	41	SEVILLA	01	ANDALUC÷A	41013	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	S	410286	S	N	S		N		0	0	0	0	0	0	0	0	0	0	0	0	0
420011	HOSPITAL SANTA BµRBARA	Pß SANTA BµRBARA, S/N	975234300		975234305	421736	Soria	42	SORIA	07	CASTILLA Y LE‡N	42005	0	1	GENERAL	1	SEGURIDAD SOCIAL	35	SANIDAD CASTILLA Y LE‡N-SACYL	S	N	S	420040	N	N	S		N	gerente.hsor@saludcastillayleon.es	0	0	0	0	0	0	0	0	0	0	0	0	0
420026	HOSPITAL VIRGEN DEL MIR‡N	CTRA. DE LOGRO•O, 8	975220850		975220547	421736	Soria	42	SORIA	07	CASTILLA Y LE‡N	42005	0	13	GERIATR÷A Y/O LARGA ESTANCIA	6	COMUNIDAD AUT‡NOMA	35	SANIDAD CASTILLA Y LE‡N-SACYL	S	N	S	420040	N	N	S		N	gerente.hsor@saludcastillayleon.es	0	0	0	0	0	0	0	0	0	0	0	0	0
420040	COMPLEJO ASISTENCIAL DE SORIA	Pß. STA. BµRBARA, S/N	975234300		975234305	421736	Soria	42	SORIA	07	CASTILLA Y LE‡N	42005	319	1	GENERAL	9	ENTIDADES PÈBLICAS	35	SANIDAD CASTILLA Y LE‡N-SACYL	S	S	N		N	N	S		N	gerente.hsor@saludcastillayleon.es	2	1	0	0	0	0	0	0	0	0	1	1	23
430017	HOSPITAL UNIVERSITARI JOAN XXIII DE TARRAGONA	CR DOCTOR MALLAFRê GUASCH, 4	977295800	977295857	977224011	431482	Tarragona	43	TARRAGONA	09	CATALU•A	43005	372	1	GENERAL	1	SEGURIDAD SOCIAL	3	INSTITUTO CATALµN DE LA SALUD	S	N	N		N	N	S		Xhup	rramon@hjxxiii.scs.es / hospital@hj23.es	3	1	2	1	1	0	0	0	0	0	0	1	13
430022	HOSPITAL SOCIOSANITARI FRANCOL÷	CR DOCTOR MALLAFRE GUASCH, S/N	977232714	977232714	977237844	431482	Tarragona	43	TARRAGONA	09	CATALU•A	43005	156	13	GERIATR÷A Y/O LARGA ESTANCIA	6	COMUNIDAD AUT‡NOMA	18	OTROS PÈBLICOS	N	N	N		N	N	S		N	gipss@gencat.cat	0	0	0	0	0	0	0	0	0	0	0	0	0
430043	HOSPITAL DE SANT PAU I SANTA TECLA	RB VELLA, 14	977259900	977259900	977234942	431482	Tarragona	43	TARRAGONA	09	CATALU•A	43003	186	1	GENERAL	13	OTRO PRIVADO BENêFICO	22	OTRO PRIVADO-BENêFICO	S	N	N		N	N	S		Xhup	gloria@sv.ftecla.es	1	0	0	0	0	0	0	0	0	0	0	0	0
430056	HOSPITAL VIAMED MONEGAL	CR L‡PEZ PELµEZ, 15-17	977225012	977225012	977244568	431482	Tarragona	43	TARRAGONA	09	CATALU•A	43002	53	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	jniubo@viamedmonegal.com	1	0	0	0	0	0	0	0	0	0	1	1	0
430069	CL÷NICA ACTIVA MÈTUA 2008	CR PIN I SOLER, 12	977217900	977217900	977230716	431482	Tarragona	43	TARRAGONA	09	CATALU•A	43002	22	14	OTROS MONOGRµFICOS	10	MATEP	19	MATEP	N	N	N		N	N	S		N	tcabre@activamutua.es	0	0	0	0	0	0	0	0	0	0	0	0	0
430081	HOSPITAL COMARCAL M‡RA D'EBRE	CR BENET MESSEGUER, S/N	977401863	977401674	977401214	430939	M¢ra d'Ebre	43	TARRAGONA	09	CATALU•A	43740	120	1	GENERAL	6	COMUNIDAD AUT‡NOMA	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		Xhup	dtorras@grupsgs.com	0	0	0	0	0	0	0	0	0	0	0	0	0
430094	HOSPITAL UNIVERSITARI DE SANT JOAN DE REUS	AV JOSEP LAPORTE, 2	977310300	977310300	977323690	431233	Reus	43	TARRAGONA	09	CATALU•A	43204	313	1	GENERAL	8	MUNICIPIO	17	MUNICIPIO	S	N	N		N	N	N		Xhup	abrunet@grupsgs.com	1	1	1	0	0	0	0	2	0	1	1	1	0
430108	CENTRE MQ REUS	CR ANTONI GAUD÷, 26	977010800	977010800	977317399	431233	Reus	43	TARRAGONA	09	CATALU•A	43203	50	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		Xhup	dadm.cmqr@grupsgs.com	2	0	0	0	0	0	0	0	0	0	0	0	0
430115	VILLABLANCA SERVEIS ASSISTENCIALS, SA	PD BELLISENS, S/N	977390011	977390011	977392363	431233	Reus	43	TARRAGONA	09	CATALU•A	43205	350	6	PSIQUIµTRICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	rodriguezm@peremata.com	0	0	0	0	0	0	0	0	0	0	0	0	0
430120	INSTITUT PERE MATA, S.A	CT DE L'INSTITUT PERE MATA, S/N	977338565	977341656	977319400	431233	Reus	43	TARRAGONA	09	CATALU•A	43206	727	6	PSIQUIµTRICO	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	S	N	N		N	N	N		N	ipm@peremata.com	0	0	0	0	0	0	0	0	0	0	0	0	0
430167	HOSPITAL DE TORTOSA VERGE DE LA CINTA	CR ESPLANETES, 44	977519100	977519100	977519111	431554	Tortosa	43	TARRAGONA	09	CATALU•A	43500	248	1	GENERAL	1	SEGURIDAD SOCIAL	3	INSTITUTO CATALµN DE LA SALUD	S	N	N		N	N	N		Xhup	htvc@tinet.fut.es	1	1	0	0	0	0	0	0	0	0	0	0	0
430173	HOSPITAL DE LA SANTA CREU	PS MOSS‘N VALLS BARTOMEU, 1	977500533	977501522	977500085	431554	Tortosa	43	TARRAGONA	09	CATALU•A	43590	250	13	GERIATR÷A Y/O LARGA ESTANCIA	8	MUNICIPIO	17	MUNICIPIO	N	N	N		N	N	N		N	lopd@grupsagessa.com	0	0	0	0	0	0	0	1	0	0	0	0	37
430189	CL÷NICA TERRES DE L'EBRE	PL JOAQUIM  BAU, 6-8	977588200	977588200	977588195	431554	Tortosa	43	TARRAGONA	09	CATALU•A	43500	40	1	GENERAL	8	MUNICIPIO	17	MUNICIPIO	N	N	N		N	N	N		Xhup	clinicatortosa@grupsagessa.cat	0	0	0	0	0	0	0	0	0	0	1	0	0
430213	POLICL÷NICA COMARCAL DEL VENDRELL.	AV SANTA OLIVA, 1-13	977660140	977660140	977666337	431401	Santa Oliva	43	TARRAGONA	09	CATALU•A	43710	136	13	GERIATR÷A Y/O LARGA ESTANCIA	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	elvendrell@policlinicacomarcal.com	0	1	0	0	0	0	0	0	0	0	1	1	0
430228	PIUS HOSPITAL DE VALLS	PL SANT FRANCESC, S/N	977613000	977613000	977605014	431613	Valls	43	TARRAGONA	09	CATALU•A	43800	142	1	GENERAL	9	ENTIDADES PÈBLICAS	23	PRIVADO NO BENêFICO	S	N	N		N	N	N		Xhup	mclofent@piushospital.org	1	0	0	0	0	0	0	0	0	0	0	0	20
430234	RESID‘NCIA ALT CAMP	CM DEL BOSC, S/N	977600292	977600292	977603814	431613	Valls	43	TARRAGONA	09	CATALU•A	43800	50	13	GERIATR÷A Y/O LARGA ESTANCIA	9	ENTIDADES PÈBLICAS	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	residenciaaltcamp@piushospital.cat	0	0	0	0	0	0	0	0	0	0	0	0	0
430249	CENTRE SOCIOSANITARI CIUTAT DE REUS	CM DE TARRAGONA, 10	977300021	977300021	977772601	431233	Reus	43	TARRAGONA	09	CATALU•A	43204	85	13	GERIATR÷A Y/O LARGA ESTANCIA	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	info@stsgrup.org	0	0	0	0	0	0	0	0	0	0	0	0	0
430252	HOSPITAL COMARCAL D'AMPOSTA	CR JACINT VERDAGUER, 11	977700050	977700050	977702894	430141	Amposta	43	TARRAGONA	09	CATALU•A	43870	88	1	GENERAL	8	MUNICIPIO	17	MUNICIPIO	N	N	N		N	N	N		Xhup	jasaa@grupsagessa.cat	0	1	0	0	0	0	0	0	0	0	1	0	0
430265	CENTRE SOCIOSANITARI LLEVANT	CR JOAN FUSTER ORTELLS, S/N	977239412	977239412	977236628	431482	Tarragona	43	TARRAGONA	09	CATALU•A	43007	60	13	GERIATR÷A Y/O LARGA ESTANCIA	6	COMUNIDAD AUT‡NOMA	22	OTRO PRIVADO-BENêFICO	N	N	N		N	N	S		N	jmadsera@sv.ftecla.es	0	0	0	0	0	0	0	0	0	0	0	0	0
