;Destino;Establecimiento;Oficio;;Localidad;Comunidad autónoma;Dirección;;Cód postal;;Correo Electrónico;Teléfono;Dir. WEB;Facebook;Twiter;;;Blogger;Youtube
;Urola Kosta;Restaurante KIRKILLA jatetxea;Restaurantes y empresas turísticas de Catering;;ZARAUTZ;Euskadi-País Vasco;SANTA MARINA 12;;20800;;kirkilla@kirkilla.com;943-131982;www.kirkilla.com;;;;;;
;Urola Kosta;Restaurante TXOKO jatetxea;Restaurantes y empresas turísticas de Catering;;GETARIA;Euskadi-País Vasco;Katrapona kalea 5;;20808;;info@txokogetaria.com;943 14 05 39;;;;;;;
;Urola Kosta;Sidreria IZETA Sagardotegia;Restaurantes y empresas turísticas de Catering;;AIA;Euskadi-País Vasco;www.izetasagardotegia.com;;20809;;izetasagardotegia@gmail.com;943 13 16 93;;;;;;;
;Urola Kosta;Sidreria SATXOTA Sagardotegia;Bodegas;;AIA;Euskadi-País Vasco;www.sidreriasatxota.com;;20809;;satxota@gmail.com;913 83 57 38;;;;;;;
;Urola Kosta;SPA-GYM MALECON;Servicios turísticos de salud;;ZARAUTZ;Euskadi-País Vasco;BALEA KALEA 5;;20800;;info@spamalecom.com;943 011 240;www.spamalecom.com;;;;;;
;Utiel;Bar Restaurante Orlando;Bares y cafeterías;;Utiel;Comunitat Valenciana;C/ Nicolás Ruiz 1;;46300;;barorlando@live.com;660 936 701;www.barorlando.es;;;;;;
;Utiel;Bodega Vera de Estenas;Bodegas;;Utiel;Comunitat Valenciana;N-III km 266;;46300;;visitas@veradeestenas.es;962171141;;;;;;;
;Utiel;Bodegas Utielanas;Bodegas;;Utiel;Comunitat Valenciana;C/ Actor Rambal 29;;46300;;comercial@bodegasutielanas.com;655576070;www.bodegasutielanas.com;https://www.facebook.com/butielanas;https://twitter.com/butielanas;;;;
;Utiel;Cafetería Restaurante Nápoles;Bares y cafeterías;;Utiel;Comunitat Valenciana;C/ Canónigo Muñoz 4;;46300;;rafagutiutiel@gmail.com;685979231;;;;;;;
;Utiel;Carnicería Isidora;Comercios;;Utiel;Comunitat Valenciana;Plaza San Juan 18;;46300;;ispever@yahoo.es;96 217 07 35;www.carniceriaisidora.es;https://www.facebook.com/pages/Carniceria-Isidora/230305133690479?ref=bookmarks;;;;;
;Utiel;Enoteca Bodegas Utielanas;Comercios;;Utiel;Comunitat Valenciana;C/ Actor Rambal nº 31;;46300;;info@bodegasutielanas.com;96 217 11 57;;;;;;;
;Utiel;Enoteca Pepe Blasco Pedret;Comercios;;Utiel;Comunitat Valenciana;C/ Real 48;;46300;;blascopedret@gmail.com;600826422;;;;;;;
;Utiel;Hocesventura;Empresas de turismo activo;;Utiel;Comunitat Valenciana;C/ Rio Cabañas 25;;46300;;info@hocesventura.com;651 919 168;;;;;;;
;Utiel;Hostal-Restaurante-Pensión El Vegano;Bares y cafeterías;;Utiel;Comunitat Valenciana;C/ San Sebastián 13;;46300;;azul68k@hotmail.es;96 217 00 88;;;;;;;
;Utiel;Hotel Restaurante el Tollo;Hoteles y apartamentos turísticos;;Utiel;Comunitat Valenciana;Alto de San Agustín s/n;;46300;;info@hoteltollo.com;962170231;www.hoteltollo.com;https://www.facebook.com/hotel.eltollo.1;https://twitter.com/el_tollo;;;http://hoteltollo.blogspot.com.es/;https://www.youtube.com/watch?v=ukPCatqP4mQ
;Utiel;Hoya de Cadenas;Bodegas;;Las Cuevas de Utiel;Comunitat Valenciana;Carretera Utiel-Camporrobles Km 8,5;;46313;;enoturismo@vicentegandia.com;96 218 25 07;;;;;;;
;Utiel;Juan Bautista Perez Taxis s.l..;Taxis;;Utiel;Comunitat Valenciana;camino nº 15 bajo;;46300;;taxisutiel@gmail.com;607397140;;;;;;;
;Utiel;Mercería Oleana;Comercios;;Utiel;Comunitat Valenciana;C/ Real 58;;46300;;amadorgabaldonponce@hotmail.com;670 909 230;;;;;;;
;Utiel;Museo del Vino - Bodega Redonda;Museos y centros de interés turístico visitable;;Utiel;Comunitat Valenciana;C/ Sevilla 12;;46300;;museodelvino@utielrequena.org;962171062ext105;www.utielrequena.org;;;;;;
;Utiel;Oficina Turismo de Utiel;Oficinas de información turística;;Utiel;Comunitat Valenciana;C/ Camino 1;;46300;;turismo@utiel.es;96 217 08 79;;;;;;;
;Utiel;Optimil;Comercios;;Utiel;Comunitat Valenciana;C/ Real 9;;46300;;utiel@optimil.es;96 217 41 25;www.optimil.es;;;;;;
;Utiel;Pastelería Bombonería El Cebo;Comercios;;Utiel;Comunitat Valenciana;C/ Camino 16;;46300;;pasteleria@pasteleriaelcebo.com;96 217 14 40;;;;;;;
;Utiel;Pub Bobal;Bares y cafeterías;;Utiel;Comunitat Valenciana;C/ García Berlanga nº 8;;46300;;barorlando@live.com;660936701;;;;;;;
;Utiel;Pub El Pollo;Bares y cafeterías;;Utiel;Comunitat Valenciana;C/ Santísima Trinidad nº 33;;46300;;richic.m@hotmail.com;605486128;;;;;;;
;Utiel;Taberna irlandesa Quinn´s Utiel;Bares y cafeterías;;Utiel;Comunitat Valenciana;C/ Alejandro García nº 4;;46300;;marcelinovicente6@gmail.com;620762045;;;;;;;
;Valdepeñas;BODEGAS ARÚSPIDE;Bodegas;;valdepeñas;Castilla La Mancha;CIRIACO CRUZ, 2;;13300;;enoturismo@aruspide.com;926347075;WWW.ARUSPIDE.COM;BODEGAS ARUSPIDE;@BODEGASARUSPIDE;;;;BODEGAS ARUSPIDE
;Valdepeñas;BODEGAS DIONISOS;Bodegas;;VALDEPEÑAS;Castilla La Mancha;Calle UNÓN 82;;13300;;visitas@labodegadelasestrellas.com;650552976;;bodegasdionisos;@bodegasdionisos;;;labodegadelasestrellas.blogspot.com.es/;http://www.youtube.com/watch?v=8o6RitY_YSk
;Valdepeñas;BODEGAS NAVARRO LOPEZ;Bodegas;;Valdepeñas;Castilla La Mancha;Autovia del Sur km 193;;13300;;recursos@navarrolopez.com;902193431;www.navarrolopez.com;https://www.facebook.com/bodegasnavarrolopez/?fref=ts;https://twitter.com/BNL_1904;;;;
;Valdepeñas;BODEGAS REAL;Restaurantes y empresas turísticas de Catering;;VALDEPEÑAS;Castilla La Mancha;CARRETERA VALDEPEÑAS A COZAR KM 12,800;;13300;;comunicacion@bodegas-real.com;926 338705;www.bodegas-real.com;facebook.com/bodegasreal;@bodegas real;;;;
;Valdepeñas;CAFÉ CON LETRAS;Bares y cafeterías;;VALDEPEÑAS;Castilla La Mancha;ESCUELAS, 35;;13300;;NIEVES-SAN@HOTMAIL.COM;696070959;;;;;;;
;Valdepeñas;CAFÉ LOCAL;Bares y cafeterías;;VALDEPEÑAS;Castilla La Mancha;CAPITAN FILLOL 5;;13300;;yenny000_7@yahoo.es;606247112;;;;;;;
;Valdepeñas;CAFÉ PARÍS;Bares y cafeterías;;Valdepeñas;Castilla La Mancha;Avda. 1º de julio, 33;;13300;;cafeparis2012@hotmail.es;626986870;www.cafeparis.blogspot.com;CAFE PARIS;;;;;
;Valdepeñas;CAFETERÍA BALBUENA;Bares y cafeterías;;VALDEPEÑAS;Castilla La Mancha;PLAZOLETA BALBUENA Nº 5 BAJO 1;;13300;;cafeteriabalbuena@hotmail.es;926310669;;Cafetería Balbuena;#Cafetería Balbuena;;;;
;Valdepeñas;CONJUNTO ARQUEOLOGICO DEL CERRO DE LAS CABEZAS;Museos y centros de interés turístico visitable;;Valdepeñas;Castilla La Mancha;AUTOVIA ANDALUCIA KM  207,700;;13300;;cerrodelascabezas@valdepenas.es;926329200EXT339;www.valdepenas.es;https://www.facebook.com/pages/Turismo-Valdepe%C3%B1as-Ayuntamiento-Valdepe%C3%B1as/779357798746209;https://twitter.com/culturavaldepen;;;http://culturavaldepenas.blogspot.com.es/;http://www.youtube.com/watch?v=-I6cmagQ-NU
;Valdepeñas;CRISTINA LÓPEZ DE LERMA MORALES;Guías turísticos;;Valdepeñas;Castilla La Mancha;Castellanos, 88 ;;13300;;clolemo@libero.it;649493723;;;;;;;
;Valdepeñas;DUPLEX GASTROBAR;Restaurantes y empresas turísticas de Catering;;Valdepeñas;Castilla La Mancha;AVENIDA PRIMERO DE JULIO 47-49 LOCAL 2;;13300;;duplexgastro@gmail.com;696727216;;;;;;;
;Valdepeñas;EL HIDALGO HOTELS,S.L;Hoteles y apartamentos turísticos;;Valdepeñas;Castilla La Mancha;A IV MADRID CADIZ  KM 194;;13300;;marketing@hotelelhidalgo.es;926313088;www.hotelelhidalgo.es;Hotel el Hidalgo;;;;;
;Valdepeñas;FUNDACION MUSEO DEL VINO DE VALDEPEÑAS;Museos y centros de interés turístico visitable;;Valdepeñas;Castilla La Mancha;Princesa 39;;13300;;reservas@museodelvinovaldepenas.es;926 32 11 11 ;www.museodelvinovaldepenas.es;;;;;;
;Valdepeñas;HOSTAL ENTREVIÑAS;Hoteles y apartamentos turísticos;;VALDEPEÑAS;Castilla La Mancha;SEIS DE jUNIO 139;;13300;;MTERESA1570@GMAIL.COM;926347991;;hostal posada entreviñas;;;;;
;Valdepeñas;HOSTAL RESTAURANTE VALDEPEÑAS;Hoteles y apartamentos turísticos;;VALDEPEÑAS;Castilla La Mancha;AVENIDA GREGORIO PRIETO 53;;13300;;reservas@hostalvaldepenas.com;926322328;www.hostalvaldepenas.com;Hostal Restaurante Valdepeñas;#Hostal Restaurante Valdepeñas;;;;
;Valdepeñas;HOTEL VERACRUZ PLAZA;Hoteles y apartamentos turísticos;;VALDEPEÑAS;Castilla La Mancha;PLAZA VERACRUZ S/N;;13300;;info@hotelveracruzplaza.com;926313000;www.hotelveracruzplaza.com;veracruzplazahotel&spa;;;;;
;Valdepeñas;LA ALACENA ORETANA GARTROVINOTECA;Restaurantes y empresas turísticas de Catering;;Valdepeñas;Castilla La Mancha;VIRGEN 60;;13300;;rafavivar@yahoo.es;926324079;;;;;;;
;Valdepeñas;LA ANTIGUA BODEGA LOS LLANOS;Restaurantes y empresas turísticas de Catering;;Valdepeñas;Castilla La Mancha;C/ Castellanos;;13300;;comercial@laantiguabodegalosllanos.es;620695323;laantiguabodegalosllanos.es;La Antigua Bodega Los Llanos;;;;;
;Valdepeñas;LA FONDA DE ALBERTO;Restaurantes y empresas turísticas de Catering;;VALDEPEÑAS;Castilla La Mancha;CRISTO 67;;13300;;lafondadealberto@hotmail.com;926316176;www.lafondadealberto.com;LA FONDA DE ALBERTO;;;;;
;Valdepeñas;OFICINA DE TURISMO;Oficinas de información turística;;Valdepeñas;Castilla La Mancha;PLAZA DE ESPAÑA 1;;13300;;turismo@valdepenas.es;926 312552;;;;;;;
;Valdepeñas;RESTAURANTE LA VIÑA;Restaurantes y empresas turísticas de Catering;;VALDEPEÑAS;Castilla La Mancha;GUARDIA Nº 13;;13300;;;620895775;;;;;;;
;Valdepeñas;RESTAURANTE SUCOT;Restaurantes y empresas turísticas de Catering;;VALDEPEÑAS;Castilla La Mancha;AVENIDA PRIMERO JULIO, 91;;13300;;restaurantsucot@gmail.es;926312932;;Restaurante Sucot;;;;;
;Valdepeñas;RUTAS SIGLO XXI;Agencias de viajes;;Valdepeñas;Castilla La Mancha;Calle Escuelas, 62;;13300;;v.rutas@terra.com;926313313;http://rutassigloxxi.grupoeuropa.com/;https://www.facebook.com/RUTASSIGLOXXI;;;;;
;Valdepeñas;SERRANO JOYEROS;Comercios;;VALDEPEÑAS;Castilla La Mancha;VIRGEN, 18;;13300;;calidad@joyeriaserrano.com;926350265;www.joyeriaserrano.com;https://www.facebook.com/joyeriaserrano;https://twitter.com/SerranoJoyeros;;;http://joyeriaserrano.blogspot.com.es/;http://www.youtube.com/user/JOYERIASERRANO
;Valdepeñas;VENTA DEL COMENDADOR DE LA VILLA DE VALDEPEÑAS;Restaurantes y empresas turísticas de Catering;;VALDEPEÑAS;Castilla La Mancha;BERNANDO DE BALBUENA 2;;13300;;ventadelcomendador@gmail.com;926312226;www.info@ventadelcomendador;;;;;;
;Valdepeñas;VIAJES CERVANTES S.A.;Agencias de viajes;;VALDEPEÑAS;Castilla La Mancha;ESCUELAS Nº16;;13300;;pablomartos@viajescervantes.es;926310500;www.viajescervantes.es;viajescervantes;@viajescervantes;;;;
;Valencia;@typical Valencia;Comercios;;Valencia;Comunitat Valenciana;c/Caballeros 10 bajo izq;;46001;;atypicalvalencia@gmail.com;605962371;www.atypicalvalencia.com;https://www.facebook.com/pages/Atypical-valencia/350139305092670;@typicalvalencia;;;http://atypicalvalencia.tumblr.com/;
;Valencia;Actio Birding;Empresas de turismo activo;;Valencia;Comunitat Valenciana;C/Mariola 15 bajos ;;46006;;actiobirding@gmail.com;666 078 893;Calle Mariola, 15 bajo, Valencia;https://www.facebook.com/BirdingACTIO/;https://twitter.com/BirdingACTIO;;;;https://www.youtube.com/channel/UCyUNMw9c1J_zjFfx5B2CKKA
;Valencia;Albufera de Valencia;Espacios naturales protegidos;;Valencia;Comunitat Valenciana;Viveros Municipales - Carretera CV-500 Km. 8.5 ;;46012;;fjcollado@valencia.es;961 61 00 21 ;http://albufera.valencia.es;https://www.facebook.com/albuferadevalencia/;http://twitter.com/devesaalbufera;;;;https://www.youtube.com/user/albuferaparcnatural
;Valencia;Almar Restaurante;Bares y cafeterías;;Valencia ;Comunitat Valenciana;www.restaurante-almar.es;;46011;;cafeteriaalmar@hotmail.com;963563206;;;;;;;
;Valencia;Ambia Tours;Agencias de viajes;;ALBUIXECH;Comunitat Valenciana;CALLE JUAN CARLOS I 9 5;;46550;;valeria@ambiatours.com;963340130;;;;;;;
;Valencia;Apartamentos EPIVA;Hoteles y apartamentos turísticos;;VALENCIA;Comunitat Valenciana;C/ GASCONS, 4;;46002;;info@citizentral.com;963254247;;;;;;;
;Valencia;Art Valencia 2002 Turismo Cultural S.L.;Agencias de viajes;;Valencia;Comunitat Valenciana;Avda. Barón de Carcer nº48-8j;;46001;;info@artvalencia.com;963106193;;;;;;;
;Valencia;Autobuses Vialco;Empresas de transporte turístico;;PICASSENT;Comunitat Valenciana;C/ 10 NAVE 8 - POL. IND. CANYADA DE CODONERS;;46220;;eugenio@vialcobus.com;961230673;www.vialcobus.com;;;;;;
;Valencia;B&B Hi Valencia Boutique;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;Plaza Alfonso El Magnánimo, 1;;46003;;booking@hivalencia.com;963944683;;;;;;;
;Valencia;B&B Hi Valencia Cánovas;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;Calle Cirilo Amorós, 82;;46003;;booking@hivalencia.com;962066604;;;;;;;
;Valencia;Bed & Bike Valencia;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;C/ Pintor Fillol, 8 ;;46003;;info@bedandbikevalencia.com;673868767;www.bedandbikevalencia.com;;;;;;
;Valencia;Bergamonte;Restaurantes y empresas turísticas de Catering;;Playa Pobla de Farnals (Valencia);Comunitat Valenciana;Avenida del Mar, 13;;46137;;rest_bergamonte@hotmail.com;961461612;www.bergamonte.es; www.facebook/restaurantebergamonte.com;@crisbergamonte;;;;
;Valencia;Blue Marina;Restaurantes y empresas turísticas de Catering;;Valencia;Comunitat Valenciana;Marina Juan Carlos I, Explanada Veles e Vents, Loc C2;;46010;;contable2@universal99.com;962763199;;;;;;;
;Valencia;Bodega Casa Montaña;Restaurantes y empresas turísticas de Catering;;Valencia;Comunitat Valenciana;C/José Benlliure, 69;;46011;;info@emilianobodega.com;963672314;www.emilianobodega.com;;;;;;
;Valencia;Buceo Valencia;Empresas de turismo activo;;Valencia;Comunitat Valenciana;Calle Ayora, 31;;46018;;ricardo@buceovalencia.com;610014877;;;;;;;
;Valencia;Carrilets Turístics;Empresas de transporte turístico;;Valencia;Comunitat Valenciana;Marina Real Juan Carlos I, sn;;46002;;carrilets@gmail.com;972352064;;;;;;;
;Valencia;Casa Carmela;Restaurantes y empresas turísticas de Catering;;Valencia;Comunitat Valenciana;www.casa-camerla.com;;46011;;info@casa-carmela.com;616954842;www.casa-carmela.com;casacarmela;;;;;
;Valencia;Casino Cirsa Valencia;Otros Servicios;;Avda. Cortes Valencianas 59 ;Comunitat Valenciana;Avda. Cortes Valencianas 59 ;;46015;;yarastey@cirsa.com;690607348;www.casinocirsavalencia.com;;;;;;
;Valencia;ClickRent;Empresas de alquiler de vehículos y embarcaciones;;Valencia;Comunitat Valenciana;C/ Manuel Vilar 8 46930;;46930;;tatiana.canuto@clickrent.es;616898754;;;;;;;
;Valencia;Cosy Rooms Bolsería;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;C/Monges, 4 46002 Valencia;;46001;;direccion@cosyroomsvalencia.com;699029946;http://www.cosyrooms-bolseria.com/;;;;;;
;Valencia;Cosy Rooms Embajador;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;C/ Embajador Vich, 5 46001 Valencia;;46001;;direccion@cosyroomsvalencia.com;699029946;http://www.cosyrooms-embajador.com/;;;;;;
;Valencia;Cosy Rooms Tapinería;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;C/Tapinería, 13 46001 Valencia;;46001;;direccion@cosyroomsvalencia.com;699029946;http://www.cosyrooms-tapineria.com/;;;;;;
;Valencia;Crudo Bar;Restaurantes y empresas turísticas de Catering;;Valencia;Comunitat Valenciana;Plaza del Mercado, 36;;46001;;jam@crudobar.es;963911651;www.crudobar.es;www.facebook.com/CrudoBarEs;@CrudoBarEs;;;;
;Valencia;Descubre l´Horta;Otros Servicios;;Valencia;Comunitat Valenciana;Josep Renau, 44;;46016;;vicent@descubrelhorta.com;673865038;www.descubrelhorta.com;https://www.facebook.com/descubrelhorta/;@Descubrelhorta;;;;Descubre l'Horta
;Valencia;Dos Lunas Beach;Restaurantes y empresas turísticas de Catering;;Valencia;Comunitat Valenciana;Explanada Veles e Vents, local c-5;;46023;;doslunasbeach@gmail.com;667967503;http://doslunasvalencia.com/;;;;;;
;Valencia;El Colmado de la Rivera;Restaurantes y empresas turísticas de Catering;;Valencia;Comunitat Valenciana;Calle Ribera, 14 ;;46002;;comunicacion@grupo374.com;96 382 48 57;;https://www.facebook.com/restauranteelcolmadodelarivera/?fref=ts;twitter.com/elcolmadorivera;;;;
;Valencia;Escuela de arroces y paella Valenciana;Otros Servicios;;Valencia;Comunitat Valenciana;Calle Juristas, 12;;46001;;direccion@escueladearrocesypaellas.com;60911771;www.escuieladearrocesypaellas.com;;;;;;
;Valencia;Europa Travel;Agencias de viajes;;valencia;Comunitat Valenciana;C/ PAZ, 35;;46003;;evablasco@europatravel.es;963529353;;;;;;;
;Valencia;Event.One DMC;OPC's;;Valencia;Comunitat Valenciana;www.event-one.com;;46001;;fs@event-one.com;360046272;;;;;;;
;Valencia;Flatsforyou.com;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;C MANTAS 8 BAJO;;46001;;direccion@flatsforyou.com;963924707;www.flatsforyou.com;;;;;;
;Valencia;Fundación Turismo Valencia Convention Bureau;Convention bureaux;;VALENCIA;Comunitat Valenciana;AVDA. DE LAS CORTES VALENCIANAS, 41;;46015;;calidad@turisvalencia.es;963390390;www.turisvalencia.es;https://www.facebook.com/turismovalencia;https://twitter.com/Valenciaturismo;;;http://www.turisvalencia.es/blog/;http://www.youtube.com/user/Turisvalencia
;Valencia;Hemisfèric - Ciutat de les Arts i les Ciències;Museos y centros de interés turístico visitable;;VALENCIA;Comunitat Valenciana;AVINGUDA DEL PROFESSOR LÓPEZ PIÑEDO, 7 ;;46013;;evalles@cac.es;961974400;;;;;;;
;Valencia;Horta Viva;Guías turísticos;;Meliana (Valencia);Comunitat Valenciana;C/ del sol , 1-4;;46133;;info@hortaviva.net;691093721;;;;;;;
;Valencia;Hospes Palau de la Mar;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;Calle Navarro Reverter, 14 ;;46004;;gm.palaudelamar@hospes.com;963 162 884 ;;;;;;;
;Valencia;Hostal Waksman;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;AV Dr Waksman 29, 1, 3;;46006;;hostalwaksman@gmail.com;963337214;;hostalwaksman;;;;;
;Valencia;Hotel Neptuno PLaya Valencia, SL;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;Paseo de Neptuno, 2;;46011;;reservas@hotelneptunovalencia.com;963567777;;;;;;;
;Valencia;Itinerisvlc.com;Guías turísticos;;Valencia;Comunitat Valenciana;http://www.itinerisvlc.com;;46001;;visitevalencia@itinerisvlc.com;963522040;;;;;;;
;Valencia;La Lola;Restaurantes y empresas turísticas de Catering;;VALENCIA;Comunitat Valenciana;C/ SUBIDA DEL TOLEDANO, 8 - BAJO;;46001;;administracion@lalolarestaurante.com;963913504;;;;;;;
;Valencia;Las Arenas Balneario Resort Valencia 5*GL;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;Eugenia Viñes, 22-24;;46011;;sramos@hotel-lasarenas.com;963120600;www.hotelvalencialasarenas.com;;;;;;
;Valencia;Like Apartments;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;C/Calatrava, 5 - bajo;;46001;;alparso@hotmail.com;657833178;likeapartments.com;/likeapartments;;;;;
;Valencia;Living Valencia Apartments;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;PLAZA DE LA MERCED, 3 1º;;46001;;info@livingvalencia.com;963941100;www.livingvalencia,com;;;;;;
;Valencia;Marina Beach Club;Restaurantes y empresas turísticas de Catering;;Valencia;Comunitat Valenciana;Marina Real Juan Carlos I Paseo de Neptuno ;;46011;;admonrecaba@gruporecaba.com;961150007;http://marinabeachclub.com/;;;;;;
;Valencia;Marina Real Juan Carlos I;Puertos Deportivos;;Valencia;Comunitat Valenciana;http://www.marinarealjuancarlosi.com/;;46024;;gbenavent@marinavalencia.com;963462007;WWW.marinarealjuancarlosi.com ;https://www.facebook.com/MarinaRealJCI;https://twitter.com/MRJCI;;;;https://www.youtube.com/user/MarinaRealJuanCarlos
;Valencia;MD Modern Hotel-Jardines;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;Calle Mestre Racional, 19;;46005;;booking@mdhoteles.com;963349984 ;;;;;;;
;Valencia;Mon Orxata-Obrador;Otros Servicios;;Alboraya ;Comunitat Valenciana;Carrer Picapedrers, 10 ;;46120;;info@monorxata.com;96 186 15 61;;;;;;;
;Valencia;Mundo Marino;Empresas de turismo activo;;Valencia;Comunitat Valenciana;Muelle de la Aduana s/n. Marina Real Juan Carlos I;;46024;;valencia@mundomarino.es;963 816 066;http://eventos.mundomarino.es/;https://www.facebook.com/MMexcursiones;https://twitter.com/Mundo_Marino_;;;;https://www.youtube.com/watch?v=9WrmxfwUr1w
;Valencia;"Museu de les Ciències ""Príncipe Felipe""- Ciutat de les Arts i les Ciències";Museos y centros de interés turístico visitable;;VALENCIA;Comunitat Valenciana;AVINGUDA DEL PROFESSOR LÓPEZ PIÑERO, 7;;46013;;evalles@cac.es;961974400;;;;;;;
;Valencia;Ocean Republik;Empresas de turismo activo;;Valencia;Comunitat Valenciana;Calle Baixa 1, Marina Real Juan Carlos I, modulos 6-7 ;;46026;;info@oceanrepublik.com;601209327;http://www.oceanrepublik.com/;;;;;;
;Valencia;Oceanogràfic- Ciutat de les Arts i les Ciències;Museos y centros de interés turístico visitable;;VALENCIA;Comunitat Valenciana;AVINGUDA DEL PROFESSOR LÓPEZ PINERO, 7;;46013;;evalles@cac.es;961974400;;;;;;;
;Valencia;Olympia;Hoteles y apartamentos turísticos;;Valencia;Comunitat Valenciana;Calle Maestro Serrano, 3;;46120;;recepcionhotel@olympiagrupo.com;963033392;;;;;;;
;Valencia;Orio Gastronomía Vasca;Restaurantes y empresas turísticas de Catering;;Valencia;Comunitat Valenciana;Calle San Vicente Mártir, 23;;46002;;rnavarro@sagardi.com;963511992;http://www.oriogastronomiavasca.com;https://www.facebook.com/GrupoSAGARDI;https://twitter.com/#!/gruposagardi;;;;
;Valencia;Orxata Coffe Shop;Bares y cafeterías;;Valencia;Comunitat Valenciana;Estación Joaquín Sorolla de Valencia (c/. San Vicente s.n.);;46007;;info@monorxata.com;96 186 15 61;www.monorxata.com;www.facebook.com/monorxata;www.twitter.com/monorxata;;;;www.youtube.com/user/MonOrxataNews
;Valencia;Palacio de Congresos de Valencia;Palacios de congresos;;VALENCIA;Comunitat Valenciana;AVDA. CORTES VALENCIANAS, 60;;46015;;yarlandis@palcongres-vlc.com;963179400;;;;;;;
;Valencia;Panorama;Restaurantes y empresas turísticas de Catering;;Valencia;Comunitat Valenciana;Marina Real Juan Carlos I, sn;;46011;;admonrecaba@gruporecaba.com;629583427;http://panoramarestaurante.com;;;;;;
;Valencia;Paseando por los poblados del mar;Guías turísticos;;VALENCIA;Comunitat Valenciana;Pedro de Valencia, 1 pta 19;;46022;;margaalcala@pobladosdelamar.com;685812712;www.pobladosdelamar.com;https://www.facebook.com/pobladosdelamar;https://twitter.com/Pobladosdelamar;;;http://paseandoporpobladosdelamar.blogspot.com.es/;
;Valencia;Playa de La Devesa;Playas;;Valencia;Comunitat Valenciana;Situada en pleno Parque Natural de La Albufera, entre las 'golas' de Puchol y del Perellonet;;46012;;jefaturaplayas@valencia.es;962082218;valencia.es;playas de calidad de valencia;;;;;
;Valencia;Playa de La Garrofera;Playas;;Valencia;Comunitat Valenciana;Limita al norte con la playa del Saler y al sur con la Gola de Puchol.;;46012;;jefaturaplayas@valencia.es;962082218;;;;;;;
;Valencia;Playa de L'arbre del Gos;Playas;;Valencia;Comunitat Valenciana;Desde la 2ª escollera del Paseo Marítimo hasta la Creu del Saler.;;46012;;jefaturaplayas@valencia.es;962082218;valencia.es;playas de calidad de valencia;;;;;
;Valencia;Playa de Pinedo;Playas;;Pinedo;Comunitat Valenciana;Junto al pueblo de Pinedo;;46012;;jefaturaplayas@valencia.es;962082218;;;;;;;
;Valencia;Playa El Cabayal;Playas;;Valencia;Comunitat Valenciana;Se localiza al sur de la playa de La Malvarrosa situada entre la Calle Acequia de la cadena y la Dar;;46011;;jefaturaplayas@valencia.es;962082218;;;;;;;
;Valencia;Playa El Perellonet-Recatí;Playas;;Valencia;Comunitat Valenciana;límite del término municipal de Valencia por el sur;;46012;;jefaturaplayas@valencia.es;962082218;;;;;;;
;Valencia;Playa El Saler;Playas;;Valencia;Comunitat Valenciana;en pleno corazón del Parque Natural de la Albufera, limita al norte con la playa de LÁrbre del Gos y;;46012;;jefaturaplayas@valencia.es;962082218;;;;;;;
;Valencia;Playa Malvarrosa;Playas;;Valencia;Comunitat Valenciana;Entre la población de Alboraya y la calle Acequia de la Cadena;;46011;;jefaturaplayas@valencia.es;962082218;;;;;;;
;Valencia;Quatre Fulles;Guías turísticos;;Valencia;Comunitat Valenciana;C/ Castellon, 2, 3, pta 8;;46004;;turismo@quatrefulles.com;687418446;;;;;;;
;Valencia;Quicksail;Empresas de turismo activo;;Valencia;Comunitat Valenciana;Marina Real Juan Carlos I-Locales Comerciales Marina Norte, Local 8;;46024;;info@quicksail.es;615229700;www.quicksail.es;www.facebook.com/quicksail;www.twitter.com/quicksail;;;;
;Valencia;Rafael Torres Joyero;Comercios;;Valencia;Comunitat Valenciana;http://www.rafaeltorresjoyero.com/;;46003;;rafael@rafaeltorresjoyero.com;963922840;;rafael@rafaeltorresjoyero.com;rtorresjoyero;;;;
;Valencia;Restaurante Alejandro del Toro;Restaurantes y empresas turísticas de Catering;;Valencia;Comunitat Valenciana;c/ Amadeo de Saboya Nº 15;;46010;;info@restaurantealejandrodeltoro.com; 963934046;;;;;;;
;Valencia;Restaurante Casa Isabel;Restaurantes y empresas turísticas de Catering;;Valencia;Comunitat Valenciana;www.casaisabel.es;;46011;;admin@casaisabel.es;963550492;;;;;;;
;Valencia;Restaurante Casa Ripoll;Restaurantes y empresas turísticas de Catering;;Valencia;Comunitat Valenciana;http://www.casaripoll.com/;;46011;;correo@casaripoll.com;96 355 00 22;;;;;;;
