
| IDCENTR |                        NOMBRE                         |  IDAREA   | IDZONAB | TIPOC |     DIRECCION     |     LOCALIDAD     |     TELEFONO      | ESDOCE |       CODMU       |        CP         |     D_GESTION     |   C_GESTION_ID    |

| 126472  | QUEVEDA                                               |      8565 |   21397 |     2 | Bº LA CRUZ, S/N   | QUEVEDA           | 942820684         | N      |            390762 | 39314             | SERVICIO CANTABRO |                 1 |

| 132331  | VIVEDA                                                |      8565 |   21397 |     2 | Bº VIVEDA, S/N    | VIVEDA            | 942820684         | N      |            390762 | 39314             | SERVICIO CANTABRO |                 1 |

| 141772  | UBIARCO                                               |      8565 |   21397 |     2 | BARRIO UBIARCO    | UBIARCO           | 942820684         | N      |            390762 | 39360             | SERVICIO CANTABRO |                 1 |

| 121076  | SANTIURDE DE REINOSA                                  |      8564 |   21389 |     2 | C/ SANTIURDE DE   | SANTIURDE DE      | 942752010         | N      |            390778 | 39490             | SERVICIO CANTABRO |                 1 |

| 120913  | SANTIURDE DE TORANZO                                  |      8562 |   21380 |     2 | Bº LA PORTILLA,   | SANTIURDE DE      | 942594500         | N      |            390784 | 39698             | SERVICIO CANTABRO |                 1 |

| 120916  | SOTO IRUZ                                             |      8562 |   21380 |     2 | BARRIO LA PLAZA,  | IRUZ              | 942594500         | N      |            390784 | 39691             | SERVICIO CANTABRO |                 1 |

| 121051  | SANTOÑA                                               |      8563 |   21386 |     1 | C/ EGUILIOR, Nº 2 | SANTOÑA           | 942671126         | S      |            390797 | 39740             | SERVICIO CANTABRO |                 1 |

| 121215  | SAN VICENTE DE LA BARQUERA                            |      8565 |   21399 |     1 | C/ ARENAL, Nº 2   | SAN VICENTE DE LA | 942712450         | N      |            390801 | 39540             | SERVICIO CANTABRO |                 1 |

| 120906  | SARO                                                  |      8562 |   21379 |     2 | Bº SARO, S/N      | SARO              | 942590412         | N      |            390818 | 39639             | SERVICIO CANTABRO |                 1 |

| 120907  | PISUEÑA - SELAYA                                      |      8562 |   21379 |     1 | PLAZA JACOBO      | SELAYA            | 942590412         | N      |            390823 | 39696             | SERVICIO CANTABRO |                 1 |

| 121050  | SOBA LA GÁNDARA                                       |      8563 |   21385 |     2 | BARRIO LA         | SOBA              | 942678487         | N      |            390839 | 39806             | SERVICIO CANTABRO |                 1 |

| 121097  | SOBA CASATABLAS                                       |      8563 |   21385 |     2 | BARRIO            | SOBA              | 942678487         | N      |            390839 | 39808             | SERVICIO CANTABRO |                 1 |

| 121064  | SOLÓRZANO                                             |      8563 |   21388 |     2 | Bº LA PUENTE, S/N | SOLÓRZANO         | 942642197         | N      |            390844 | 39738             | SERVICIO CANTABRO |                 1 |

| 121067  | RIAÑO                                                 |      8563 |   21388 |     2 | CL RIAÑO          | RIAÑO             | 942642197         | N      |            390844 | 39738             | SERVICIO CANTABRO |                 1 |

| 121094  | SUANCES                                               |      8565 |   21396 |     1 | AVDA. JOSE        | SUANCES           | 942844100         | N      |            390857 | 39340             | SERVICIO CANTABRO |                 1 |

| 141773  | CORREPOCO                                             |      8565 |   21398 |     2 | CTRA. GENERAL,    | CORREPOCO         | 942706087         | N      |            390860 | 39518             | SERVICIO CANTABRO |                 1 |

| 121081  | DOBRA                                                 |      8565 |   21391 |     1 | C/ LA LLAMA, S/N  | TORRELAVEGA       | 942881730         | S      |            390876 | 39300             | SERVICIO CANTABRO |                 1 |

| 121082  | ZAPATON                                               |      8565 |   21392 |     1 | AVDA.             | TORRELAVEGA       | 942800714         | S      |            390876 | 39300             | SERVICIO CANTABRO |                 1 |

| 131510  | COVADONGA                                             |      8565 |   24692 |     1 | AVDA. DEL BESAYA, | TORRELAVEGA       | 942802737         | N      |            390876 | 39300             | SERVICIO CANTABRO |                 1 |

| 131530  | TANOS                                                 |      8565 |   21393 |     1 | BARRIO SANTA ANA, | TANOS             | 942800940         | N      |            390876 | 39300             | SERVICIO CANTABRO |                 1 |

| 132339  | TRESVISO                                              |      8565 |   21401 |     2 | BARRIO TRESVISO,  | TRESVISO          | 942730360         | N      |            390882 | 33554             | SERVICIO CANTABRO |                 1 |

| 121222  | TUDANCA                                               |      8565 |   21400 |     2 | C/ TUDANCA, S/N   | TUDANCA           | 942729057         | N      |            390895 | 39555             | SERVICIO CANTABRO |                 1 |

| 121212  | UDIAS                                                 |      8565 |   21398 |     2 | C/ PUMALVERDE,    | PUMALVERDE        | -                 | N      |            390909 | 39507             | SERVICIO CANTABRO |                 1 |

| 121213  | VALDALIGA                                             |      8565 |   21398 |     2 | C/ ROIZ, S/N      | ROIZ              | 942701569         | N      |            390916 | 39593             | SERVICIO CANTABRO |                 1 |

| 132337  | TRECEÑO                                               |      8565 |   21398 |     2 | CTRA. GENERAL,    | TRECEÑO           | 942701569         | N      |            390916 | 39593             | SERVICIO CANTABRO |                 1 |

| 132648  | LAMADRID                                              |      8565 |   21399 |     2 | Bº LA VENTA, S/N  | LAMADRID          | 942712450         | N      |            390916 | 39593             | SERVICIO CANTABRO |                 1 |

| 131470  | LOS VALLES                                            |      8564 |   21389 |     2 | C/ GRAN CINEMA,   | MATAPORQUERA      | 942770445         | N      |            390921 | 39410             | SERVICIO CANTABRO |                 1 |

| 131491  | POLIENTES                                             |      8564 |   21389 |     2 | C/ POLIENTES, S/N | POLIENTES         | 942770545         | N      |            390942 | 39220             | SERVICIO CANTABRO |                 1 |

| 131492  | VILLANUEVA DE LA NIA                                  |      8564 |   21389 |     2 | C/ VILLANUEVA DE  | VILLANUEVA DE LA  | 942770445         | N      |            390942 | 39250             | SERVICIO CANTABRO |                 1 |

| 132622  | ESPINOSA DE BRICIA                                    |      9102 |   25327 |     2 | -                 | ESPINOSA DE       | -                 | N      |            390942 | 39232             | SANIDAD CASTILLA  |                 1 |

| 121217  | VAL DE SAN VICENTE                                    |      8565 |   21399 |     2 | C/ REMIGIO        | UNQUERA           | 942717002         | N      |            390955 | 39560             | SERVICIO CANTABRO |                 1 |

| 121229  | VEGA DE LIÉBANA                                       |      8565 |   21401 |     2 | C/ VEGA DE        | VEGA DE LIÉBANA   | 942730360         | N      |            390968 | 39577             | SERVICIO CANTABRO |                 1 |

| 120914  | VEGA DE PAS                                           |      8562 |   21380 |     2 | Bº VEGA DE PAS    | VEGA DE PAS       | 942594500         | N      |            390974 | 39685             | SERVICIO CANTABRO |                 1 |

| 120905  | VILLACARRIEDO                                         |      8562 |   21379 |     2 | C/ JACOBO ROLDAN, | VILLACARRIEDO     | 942590412         | N      |            390980 | 39640             | SERVICIO CANTABRO |                 1 |

| 120909  | SANTIBAÑEZ DE CARRIEDO                                |      8562 |   21379 |     2 | Bº SANTIBAÑEZ     | SANTIBAÑEZ        | 942590678         | N      |            390980 | 39649             | SERVICIO CANTABRO |                 1 |

| 120773  | LIAÑO                                                 |      8562 |   21374 |     2 | Bº LIAÑO, S/N     | LIAÑO             | 942558001         | N      |            390993 | 39692             | SERVICIO CANTABRO |                 1 |

| 120774  | LA CONCHA                                             |      8562 |   21374 |     2 | Bº LAS CUEVAS S/N | LA CONCHA         | 942558001         | N      |            390993 | 39690             | SERVICIO CANTABRO |                 1 |

| 132206  | OBREGÓN                                               |      8562 |   21374 |     2 | Bº EL CARMEN, S/N | OBREGÓN           | 942558001         | N      |            390993 | 39690             | SERVICIO CANTABRO |                 1 |

| 120908  | VILLAFUFRE                                            |      8562 |   21379 |     2 | Bº VILLAFUFRE,    | VILLAFUFRE        | 942590412         | N      |            391007 | 39638             | SERVICIO CANTABRO |                 1 |

| 120920  | VALLE DE VILLAVERDE                                   |      8563 |   21381 |     2 | Bº LA MATANZA,    | VALLE DE          | 946809194         | N      |            391014 | 39880             | SERVICIO CANTABRO |                 1 |

| 120922  | VOTO                                                  |      8563 |   21382 |     2 | PZA. DE LA SALUD, | BADAMES           | 942674103         | N      |            391029 | 39764             | SERVICIO CANTABRO |                 1 |

| 124786  | ABADES                                                |      8576 |   21575 |     2 | -                 | ABADES            | -                 | N      |            400019 | 40141             | SANIDAD CASTILLA  |                 1 |

| 124787  | ADRADA DE PIRÓN                                       |      8576 |   21575 |     2 | -                 | ADRADA DE PIRÓN   | -                 | N      |            400024 | 40192             | SANIDAD CASTILLA  |                 1 |

| 121019  | ADRADOS                                               |      8576 |   21570 |     2 | -                 | ADRADOS.          | -                 | N      |            400030 | 40354             | SANIDAD CASTILLA  |                 1 |

| 120866  | AGUILAFUENTE                                          |      8576 |   21568 |     2 | CL HOSPITAL, Nº 6 | AGUILAFUENTE      | 921572065         | N      |            400045 | 40340             | SANIDAD CASTILLA  |                 1 |

| 121045  | ALCONADA DE MADERUELO                                 |      8576 |   21572 |     2 | -                 | ALCONADA DE       | -                 | N      |            400058 | 40529             | SANIDAD CASTILLA  |                 1 |

| 120737  | ALDEALCORVO                                           |      8576 |   21567 |     2 | -                 | ALDEALCORVO       | -                 | N      |            400061 | 40389             | SANIDAD CASTILLA  |                 1 |

| 127550  | CEGUILLA                                              |      8576 |   21577 |     2 | CL CEGUILLA, Nº   | CEGUILLA          | -                 | N      |            400077 | 40162             | SANIDAD CASTILLA  |                 1 |

| 121046  | ALDEALENGUA DE SANTA MARÍA                            |      8576 |   21572 |     2 | -                 | ALDEALENGUA DE    | -                 | N      |            400083 | 40555             | SANIDAD CASTILLA  |                 1 |

| 124920  | ALDEANUEVA DE LA SERREZUELA                           |      8576 |   21576 |     2 | -                 | ALDEANUEVA DE LA  | -                 | N      |            400096 | 40532             | SANIDAD CASTILLA  |                 1 |

| 121030  | ALDEANUEVA DEL CODONAL                                |      8576 |   21571 |     2 | -                 | ALDEANUEVA DEL    | -                 | N      |            400100 | 40462             | SANIDAD CASTILLA  |                 1 |

| 120867  | ALDEA REAL                                            |      8576 |   21568 |     2 | -                 | ALDEA REAL        | -                 | N      |            400122 | 40292             | SANIDAD CASTILLA  |                 1 |

| 121020  | ALDEASOÑA                                             |      8576 |   21570 |     2 | -                 | ALDEASOÑA.        | -                 | N      |            400138 | 40235             | SANIDAD CASTILLA  |                 1 |

| 122007  | ALDEHORNO                                             |      8569 |   23066 |     2 | -                 | ALDEHORNO         | -                 | N      |            400143 | 40533             | SANIDAD CASTILLA  |                 1 |

| 126401  | ALDEHUELA DEL CODONAL                                 |      8576 |   21571 |     2 | -                 | ALDEHUELA DEL     | -                 | N      |            400156 | 40462             | SANIDAD CASTILLA  |                 1 |

| 124921  | ALDEAONTE                                             |      8576 |   21576 |     2 | -                 | ALDEONTE          | -                 | N      |            400169 | 40531             | SANIDAD CASTILLA  |                 1 |

| 127542  | OLMILLO (EL)                                          |      8576 |   21576 |     2 | -                 | OLMILLO (EL)      | -                 | N      |            400169 | 40530             | SANIDAD CASTILLA  |                 1 |

| 124788  | ANAYA                                                 |      8576 |   21575 |     2 | -                 | ANAYA             | -                 | N      |            400175 | 40121             | SANIDAD CASTILLA  |                 1 |

| 124789  | AÑE                                                   |      8576 |   21575 |     2 | -                 | AÑE               | -                 | N      |            400181 | 40492             | SANIDAD CASTILLA  |                 1 |

| 125027  | ARAHUETES                                             |      8576 |   21577 |     2 | -                 | ARAHUETES         | -                 | N      |            400194 | 40173             | SANIDAD CASTILLA  |                 1 |

| 127552  | PAJARES DE PEDRAZA                                    |      8576 |   21577 |     2 | -                 | PAJARES DE        | -                 | N      |            400194 | 40184             | SANIDAD CASTILLA  |                 1 |

| 125028  | ARCONES                                               |      8576 |   21577 |     2 | -                 | ARCONES           | -                 | N      |            400208 | 40164             | SANIDAD CASTILLA  |                 1 |

| 127551  | MATA (LA)                                             |      8576 |   21577 |     2 | PLAZA DEL         | MATA (LA)         | -                 | N      |            400208 | 40164             | SANIDAD CASTILLA  |                 1 |

| 120738  | AREVALILLO DE CEGA                                    |      8576 |   21567 |     2 | -                 | AREVALILLO DE     | -                 | N      |            400215 | 40185             | SANIDAD CASTILLA  |                 1 |

| 124790  | ARMUÑA                                                |      8576 |   21575 |     2 | -                 | ARMUÑA            | -                 | N      |            400220 | 40494             | SANIDAD CASTILLA  |                 1 |

| 127470  | CARBONERO DE AHUSIN                                   |      8576 |   21575 |     2 | -                 | CARBONERO DE      | -                 | N      |            400220 | 40491             | SANIDAD CASTILLA  |                 1 |

| 121047  | AYLLÓN                                                |      8576 |   21572 |     2 | CL EL PARQUE, Nº  | AYLLÓN            | 921553097         | N      |            400241 | 40520             | SANIDAD CASTILLA  |                 1 |

| 127452  | ESTEBANVELA                                           |      8576 |   21572 |     2 | -                 | ESTEBANVELA       | -                 | N      |            400241 | 40514             | SANIDAD CASTILLA  |                 1 |

| 127454  | GRADO DEL PICO                                        |      8576 |   21572 |     2 | -                 | GRADO DEL PICO    | -                 | N      |            400241 | 40512             | SANIDAD CASTILLA  |                 1 |

| 127460  | SALDAÑA DE AYLLÓN                                     |      8576 |   21572 |     2 | -                 | SALDAÑA DE AYLLÓN | -                 | N      |            400241 | 40514             | SANIDAD CASTILLA  |                 1 |

| 127461  | SANTIBAÑEZ DE AYLLÓN                                  |      8576 |   21572 |     2 | -                 | SANTIBAÑEZ DE     | -                 | N      |            400241 | 40512             | SANIDAD CASTILLA  |                 1 |

| 127462  | STA. MARIA DE RIAZA                                   |      8576 |   21572 |     2 | -                 | STA. MARIA DE     | -                 | N      |            400241 | 40594             | SANIDAD CASTILLA  |                 1 |

| 127464  | VALVIEJA                                              |      8576 |   21572 |     2 | -                 | VALVIEJA          | -                 | N      |            400241 | 40514             | SANIDAD CASTILLA  |                 1 |

| 124922  | BARBOLLA                                              |      8576 |   21576 |     2 | -                 | BARBOLLA          | -                 | N      |            400254 | 40530             | SANIDAD CASTILLA  |                 1 |

| 124791  | BASARDILLA                                            |      8576 |   21575 |     2 | -                 | BASARDILLA        | -                 | N      |            400267 | 40180             | SANIDAD CASTILLA  |                 1 |

| 124793  | BERCIAL                                               |      8576 |   21575 |     2 | CL COBOS, S/N     | BERCIAL           | 921179011         | N      |            400289 | 40144             | SANIDAD CASTILLA  |                 1 |

| 124923  | BERCIMUEL                                             |      8576 |   21576 |     2 | -                 | BERCIMUEL         | -                 | N      |            400292 | 40550             | SANIDAD CASTILLA  |                 1 |

| 121031  | BERNARDOS                                             |      8576 |   21571 |     2 | -                 | BERNARDOS         | -                 | N      |            400306 | 40430             | SANIDAD CASTILLA  |                 1 |

| 124794  | BERNUY DE PORREROS                                    |      8576 |   21575 |     2 | CL DE LAS ERAS,   | BERNUY DE         | -                 | N      |            400313 | 40190             | SANIDAD CASTILLA  |                 1 |

| 124924  | BOCEGUILLAS                                           |      8576 |   21576 |     2 | CL RAMÓN Y CAJAL, | BOCEGUILLAS       | 921543084         | N      |            400328 | 40560             | SANIDAD CASTILLA  |                 1 |

| 124795  | BRIEVA                                                |      8576 |   21575 |     2 | -                 | BRIEVA            | -                 | N      |            400334 | 40180             | SANIDAD CASTILLA  |                 1 |

| 120739  | CABALLAR                                              |      8576 |   21567 |     2 | -                 | CABALLAR          | -                 | N      |            400349 | 40182             | SANIDAD CASTILLA  |                 1 |

| 124796  | CABAÑAS DE POLENDOS                                   |      8576 |   21575 |     2 | -                 | CABAÑAS DE        | -                 | N      |            400352 | 40392             | SANIDAD CASTILLA  |                 1 |

| 127496  | MATA DE QUINTANAR                                     |      8576 |   21575 |     2 | -                 | MATA DE QUINTANAR | -                 | N      |            400352 | 40392             | SANIDAD CASTILLA  |                 1 |

| 120740  | CABEZUELA                                             |      8576 |   21567 |     2 | -                 | CABEZUELA         | -                 | N      |            400365 | 40396             | SANIDAD CASTILLA  |                 1 |

| 121021  | CALABAZAS                                             |      8576 |   21570 |     2 | -                 | CALABAZAS         | -                 | N      |            400371 | 47451             | SANIDAD CASTILLA  |                 1 |

| 121048  | CAMPO DE SAN PEDRO                                    |      8576 |   21572 |     2 | -                 | CAMPO DE SAN      | -                 | N      |            400390 | 40551             | SANIDAD CASTILLA  |                 1 |

| 127453  | FUENTEMIZARRA                                         |      8576 |   21572 |     2 | -                 | FUENTEMIZARRA     | -                 | N      |            400390 | 40552             | SANIDAD CASTILLA  |                 1 |

| 127463  | VALDEVARNES                                           |      8576 |   21572 |     2 | -                 | VALDEVARNES       | -                 | N      |            400390 | 40553             | SANIDAD CASTILLA  |                 1 |

| 120736  | CANTALEJO                                             |      8576 |   21567 |     1 | CTRA.SEPÚLVEDA,   | CANTALEJO         | 921520085         | N      |            400404 | 40320             | SANIDAD CASTILLA  |                 1 |

| 126286  | ALDEONSANCHO                                          |      8576 |   21567 |     2 | -                 | ALDEONSANCHO      | -                 | N      |            400404 | 40380             | SANIDAD CASTILLA  |                 1 |

| 126344  | VALDESIMONTE                                          |      8576 |   21567 |     2 | -                 | VALDESIMONTE      | -                 | N      |            400404 | 40389             | SANIDAD CASTILLA  |                 1 |

| 120868  | CANTIMPALOS                                           |      8576 |   21568 |     2 | -                 | CANTIMPALOS       | -                 | N      |            400411 | 40360             | SANIDAD CASTILLA  |                 1 |

| 120865  | CARBONERO EL MAYOR                                    |      8576 |   21568 |     1 | CTRA. DE          | CARBONERO EL      | 921560995         | N      |            400432 | 40270             | SANIDAD CASTILLA  |                 1 |

| 120886  | CARRASCAL DEL RÍO                                     |      8576 |   21567 |     2 | -                 | CARRASCAL DEL RÍO | -                 | N      |            400447 | 40331             | SANIDAD CASTILLA  |                 1 |

| 125029  | CASLA                                                 |      8576 |   21577 |     2 | -                 | CASLA             | -                 | N      |            400450 | 40590             | SANIDAD CASTILLA  |                 1 |

| 121049  | CASTILLEJO DE MESLEÓN                                 |      8576 |   21572 |     2 | -                 | CASTILLEJO DE     | -                 | N      |            400463 | 40593             | SANIDAD CASTILLA  |                 1 |

| 124773  | CASTRO DE FUENTIDUEÑA                                 |      8576 |   21573 |     2 | -                 | CASTRO DE         | -                 | N      |            400479 | 40315             | SANIDAD CASTILLA  |                 1 |

| 124774  | CASTROJIMENO                                          |      8576 |   21573 |     2 | -                 | CASTROJIMENO      | -                 | N      |            400485 | 40315             | SANIDAD CASTILLA  |                 1 |

| 124925  | CASTROSERNA DE ABAJO                                  |      8576 |   21576 |     2 | -                 | CASTROSERNA DE    | -                 | N      |            400498 | 40318             | SANIDAD CASTILLA  |                 1 |

| 124926  | CASTROSERRACÍN                                        |      8576 |   21576 |     2 | -                 | CASTROSERRACÍN    | -                 | N      |            400518 | 40315             | SANIDAD CASTILLA  |                 1 |

| 124927  | CEDILLO DE LA TORRE                                   |      8576 |   21576 |     2 | -                 | CEDILLO DE LA     | -                 | N      |            400523 | 40550             | SANIDAD CASTILLA  |                 1 |

| 122957  | CEREZO DE ABAJO                                       |      8576 |   21572 |     2 | -                 | CEREZO DE ABAJO   | -                 | N      |            400539 | 40591             | SANIDAD CASTILLA  |                 1 |

| 124792  | CEREZO DE ARRIBA                                      |      8576 |   21572 |     2 | -                 | CEREZO DE ARRIBA  | -                 | N      |            400544 | 40592             | SANIDAD CASTILLA  |                 1 |

| 124762  | CILLERUELO DE SAN MAMÉS                               |      8576 |   21572 |     2 | -                 | CILLERUELO DE SAN | -                 | N      |            400557 | 40551             | SANIDAD CASTILLA  |                 1 |

| 120850  | COBOS DE FUENTIDUEÑA                                  |      8576 |   21567 |     2 | -                 | COBOS DE          | -                 | N      |            400560 | 40332             | SANIDAD CASTILLA  |                 1 |

| 121032  | COCA                                                  |      8576 |   21571 |     2 | -                 | COCA              | -                 | N      |            400576 | 40480             | SANIDAD CASTILLA  |                 1 |

| 126405  | CIRUELOS DE COCA                                      |      8576 |   21571 |     2 | -                 | CIRUELOS DE COCA  | -                 | N      |            400576 | 40496             | SANIDAD CASTILLA  |                 1 |

| 126417  | VILLAGONZALO DE COCA                                  |      8576 |   21571 |     2 | -                 | VILLAGONZALO DE   | -                 | N      |            400576 | 40496             | SANIDAD CASTILLA  |                 1 |

| 126476  | CODORNÍZ                                              |      8683 |   23064 |     2 | -                 | CODORNÍZ          | -                 | N      |            400582 | 40463             | SANIDAD CASTILLA  |                 1 |

| 126484  | MONTUENGA                                             |      8683 |   23064 |     2 | -                 | MONTUENGA         | -                 | N      |            400582 | 40464             | SANIDAD CASTILLA  |                 1 |

| 125030  | COLLADO HERMOSO                                       |      8576 |   21577 |     2 | -                 | COLLADO HERMOSO   | -                 | N      |            400595 | 40170             | SANIDAD CASTILLA  |                 1 |

| 127544  | VALDESAZ                                              |      8576 |   21576 |     2 | -                 | VALDESAZ          | -                 | N      |            400609 | 40318             | SANIDAD CASTILLA  |                 1 |

| 129130  | NAVA DEL CONDADO                                      |      8576 |   21576 |     2 | -                 | LA NAVA           | -                 | N      |            400609 | 40318             | SANIDAD CASTILLA  |                 1 |

| 132401  | VILLAFRANCA DEL CONDADO                               |      8576 |   21576 |     2 | C/ LA FUENTE, Nº  | VILLAFRANCA       | -                 | N      |            400609 | 40318             | SANIDAD CASTILLA  |                 1 |

| 141779  | TORRECILLA DEL CONDADO                                |      8576 |   21576 |     2 | -                 | TORRECILLA        | -                 | N      |            400609 | 40318             | SANIDAD CASTILLA  |                 1 |

| 124763  | CORRAL DE AYLLÓN                                      |      8576 |   21572 |     2 | -                 | CORRAL DE AYLLÓN  | -                 | N      |            400616 | 40529             | SANIDAD CASTILLA  |                 1 |

| 120851  | CUBILLO                                               |      8576 |   21567 |     2 | -                 | CUBILLO           | -                 | N      |            400621 | 40185             | SANIDAD CASTILLA  |                 1 |

| 120881  | CUÉLLAR                                               |      8576 |   21566 |     1 | C/ SOLANA ALTA,   | CUÉLLAR           | 921142244         | N      |            400637 | 40200             | SANIDAD CASTILLA  |                 1 |

| 126349  | ARROYO DE CUÉLLAR                                     |      8576 |   21566 |     2 | -                 | ARROYO DE CUÉLLAR | -                 | N      |            400637 | 40215             | SANIDAD CASTILLA  |                 1 |

| 126350  | CAMPO DE CUÉLLAR                                      |      8576 |   21566 |     2 | -                 | CAMPO DE CUÉLLAR  | -                 | N      |            400637 | 40242             | SANIDAD CASTILLA  |                 1 |

| 126351  | CHATUN                                                |      8576 |   21566 |     2 | -                 | CHATUN            | -                 | N      |            400637 | 40241             | SANIDAD CASTILLA  |                 1 |

| 126352  | DEHESA MAYOR                                          |      8576 |   21566 |     2 | -                 | DEHESA MAYOR      | -                 | N      |            400637 | 40230             | SANIDAD CASTILLA  |                 1 |

| 126353  | ESCARABAJOSA DE CUÉLLAR                               |      8576 |   21566 |     2 | -                 | ESCARABAJOSA DE   | -                 | N      |            400637 | 40210             | SANIDAD CASTILLA  |                 1 |

| 126354  | FUENTES DE CUÉLLAR                                    |      8576 |   21566 |     2 | -                 | FUENTES DE        | -                 | N      |            400637 | 40232             | SANIDAD CASTILLA  |                 1 |

| 126355  | LOVINGOS                                              |      8576 |   21566 |     2 | -                 | LOVINGOS          | -                 | N      |            400637 | 40231             | SANIDAD CASTILLA  |                 1 |

| 126415  | TORREGUTIERREZ                                        |      8576 |   21566 |     2 | -                 | TORREGUTIERREZ    | -                 | N      |            400637 | 40211             | SANIDAD CASTILLA  |                 1 |

| 129070  | DEHESA DE CUÉLLAR                                     |      8576 |   21566 |     2 | -                 | DEHESA            | -                 | N      |            400637 | 40230             | SANIDAD CASTILLA  |                 1 |

| 120882  | CHAÑE                                                 |      8576 |   21566 |     2 | -                 | CHAÑE             | -                 | N      |            400655 | 40216             | SANIDAD CASTILLA  |                 1 |

| 121033  | DOMINGO GARCÍA                                        |      8576 |   21571 |     2 | -                 | DOMINGO GARCÍA    | -                 | N      |            400680 | 40495             | SANIDAD CASTILLA  |                 1 |

| 126478  | DONHIERRO                                             |      8683 |   23064 |     2 | -                 | DONHIERRO         | -                 | N      |            400693 | 40469             | SANIDAD CASTILLA  |                 1 |

| 124929  | DURUELO                                               |      8576 |   21576 |     2 | -                 | DURUELO           | -                 | N      |            400707 | 40312             | SANIDAD CASTILLA  |                 1 |

| 127507  | CORTOS (LOS)                                          |      8576 |   21576 |     2 | -                 | CORTOS (LOS)      | -                 | N      |            400707 | 40312             | SANIDAD CASTILLA  |                 1 |

| 124930  | ENCINAS                                               |      8576 |   21576 |     2 | -                 | ENCINAS           | -                 | N      |            400714 | 40531             | SANIDAD CASTILLA  |                 1 |

| 124797  | ENCINILLAS                                            |      8576 |   21575 |     2 | C/ REAL, S/N      | ENCINILLAS        | -                 | N      |            400729 | 40391             | SANIDAD CASTILLA  |                 1 |

| 120869  | ESCALONA DEL PRADO                                    |      8576 |   21568 |     2 | -                 | ESCALONA DEL      | -                 | N      |            400735 | 40350             | SANIDAD CASTILLA  |                 1 |

| 120870  | ESCARABAJOSA DE CABEZAS                               |      8576 |   21568 |     2 | -                 | ESCARABAJOSA DE   | -                 | N      |            400740 | 40291             | SANIDAD CASTILLA  |                 1 |

| 120871  | ESCOBAR DE POLENDOS                                   |      8576 |   21568 |     2 | -                 | ESCOBAR DE        | -                 | N      |            400753 | 40393             | SANIDAD CASTILLA  |                 1 |

| 126347  | PINILLOS DE POLENDOS                                  |      8576 |   21568 |     2 | -                 | PINILLOS DE       | -                 | N      |            400753 | 40397             | SANIDAD CASTILLA  |                 1 |

| 126348  | VILLOVELA DE PIRÓN                                    |      8576 |   21568 |     2 | -                 | VILLOVELA DE      | -                 | N      |            400753 | 40393             | SANIDAD CASTILLA  |                 1 |

| 121017  | EL ESPINAR                                            |      8576 |   21569 |     1 | C/ MARÍA GARCÍA,  | EL ESPINAR        | 921181602         | N      |            400766 | 40400             | SANIDAD CASTILLA  |                 1 |

| 126398  | ANGELES DE SAN RAFAEL (LOS)                           |      8576 |   21569 |     2 | -                 | ANGELES DE SAN    | -                 | N      |            400766 | 40424             | SANIDAD CASTILLA  |                 1 |

| 126399  | SAN RAFAEL                                            |      8576 |   21569 |     2 | -                 | SAN RAFAEL        | -                 | N      |            400766 | 40410             | SANIDAD CASTILLA  |                 1 |

| 129050  | ESTACION DE EL ESPINAR                                |      8576 |   21569 |     2 | -                 | ESTACION DE EL    | -                 | N      |            400766 | 40400             | SANIDAD CASTILLA  |                 1 |

| 124798  | ESPIRDO                                               |      8576 |   21575 |     2 | -                 | ESPIRDO           | -                 | N      |            400772 | 40191             | SANIDAD CASTILLA  |                 1 |

| 127492  | HIGUERA (LA)                                          |      8576 |   21575 |     2 | -                 | HIGUERA (LA)      | -                 | N      |            400772 | 40191             | SANIDAD CASTILLA  |                 1 |

| 127501  | TIZNEROS                                              |      8576 |   21575 |     2 | -                 | TIZNEROS          | -                 | N      |            400772 | 40191             | SANIDAD CASTILLA  |                 1 |

| 120883  | FRESNEDA DE CUÉLLAR                                   |      8576 |   21566 |     2 | -                 | FRESNEDA DE       | -                 | N      |            400788 | 40217             | SANIDAD CASTILLA  |                 1 |

| 124764  | FRESNO DE CANTESPINO                                  |      8576 |   21572 |     2 | -                 | FRESNO DE         | -                 | N      |            400791 | 40516             | SANIDAD CASTILLA  |                 1 |

| 126421  | CASCAJARES                                            |      8576 |   21572 |     2 | -                 | CASCAJARES        | -                 | N      |            400791 | 40518             | SANIDAD CASTILLA  |                 1 |

| 127459  | PAJARES DE FRESNO                                     |      8576 |   21572 |     2 | -                 | PAJARES DE FRESNO | -                 | N      |            400791 | 40518             | SANIDAD CASTILLA  |                 1 |

| 124931  | FRESNO DE LA FUENTE                                   |      8576 |   21576 |     2 | -                 | FRESNO DE LA      | -                 | N      |            400805 | 40540             | SANIDAD CASTILLA  |                 1 |

| 120884  | FRUMALES                                              |      8576 |   21566 |     2 | -                 | FRUMALES          | -                 | N      |            400812 | 40298             | SANIDAD CASTILLA  |                 1 |

